	nl_ps	fol_ps	nl_h	fol_h	label	exception
10	A dirty soccer ball is rolling into a goal net	all x.all y.all z. (DirtySoccerBall(x) & GoalNet(y) & Goal(z) -> RollingInto(x, y, z))	A soccer ball is rolling into a goal net	all x.all y. (SoccerBall(x) & GoalNet(y) -> RollingInto(x, y))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: RollingInto/3, RollingInto/2.


Fatal error:  The following symbols are used with multiple arities: RollingInto/3, RollingInto/2"
11	Two men are taking a break from a trip on a snowy road	exists x. exists y. (Man(x) & Man(y) & TakingBreak(x, y) & Trip(x, y) & SnowyRoad(x, y))	Two men are breaking into a car during a trip on a snowy road	exists x. exists y. exists z. (Man(x) & Man(y) & Car(z) & BreakingInto(x, z) & BreakingInto(y, z) & SnowyRoad(z))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: SnowyRoad/2, SnowyRoad/1.


Fatal error:  The following symbols are used with multiple arities: SnowyRoad/2, SnowyRoad/1"
12	The children aren't playing in front of a large door	not exists x. (Child(x) & PlayingInFrontOf(x, LargeDoor))	A group of boys are playing with a ball in front of a large door made of wood	exists x.exists y.exists z. (Group(x) & Boy(y) & Ball(z) & PlayingWith(y, z) & InFrontOf(y, z, x) & LargeDoor(x) & MadeOfWood(x))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: LargeDoor/1, LargeDoor/0.


Fatal error:  The following symbols are used with multiple arities: LargeDoor/1, LargeDoor/0"
13	A black, red, white and pink dress is being worn by a woman	exists x. (Dress(x) & Black(x) & Red(x) & White(x) & Pink(x) & WornBy(x, Woman))	A woman is taking off a cloak, which is very large, and revealing extravagant apparel	all x.all y. (Woman(x) & Cloak(y) & VeryLarge(y) -> TakesOffAndRevealsExtravagantApparel(x, y))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Woman/1, Woman/0.


Fatal error:  The following symbols are used with multiple arities: Woman/1, Woman/0"
14	A woman is taking off a cloak, which is very large, and revealing an extravagant dress	all x.all y. (Woman(x) & Cloak(y) & VeryLarge(y) -> (TakesOff(x, y) & RevealsExtravagantDress(x)))	A black, red, white and pink dress is being worn by a woman	exists x. (Dress(x) & Black(x) & Red(x) & White(x) & Pink(x) & WornBy(x, Woman))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Woman/1, Woman/0.


Fatal error:  The following symbols are used with multiple arities: Woman/1, Woman/0"
15	A person is climbing a rock with a rope, which is pink	all x.all y.all z. (Person(x) & Rock(y) & Rope(z) & Climbing(x, y, z) -> (Pink(y)))	One man is climbing the cliff with a rope	exists x. (Man(x) & Climbing(x, cliff) & UsesRope(x))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Climbing/3, Climbing/2.


Fatal error:  The following symbols are used with multiple arities: Climbing/3, Climbing/2"
16	Two persons of large size are sitting on a park bench and they have a bottle of soda between them	exists x. exists y. (Person(x) & Person(y) & LargeSize(x) & LargeSize(y) & SittingOnParkBench(x, y) & BottleOfSoda(x, y))	Two large persons are sitting on a park bench and they have a bottle of soda between them	exists x. exists y. exists z. (LargePerson(x) & LargePerson(y) & ParkBench(z) & SittingOn(x, z) & SittingOn(y, z) & BottleOfSoda(z))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: BottleOfSoda/2, BottleOfSoda/1.


Fatal error:  The following symbols are used with multiple arities: BottleOfSoda/2, BottleOfSoda/1"
17	A married couple is walking up the aisle	all x.all y. (MarriedCouple(x) & MarriedCouple(y) -> WalkingUpAisle(x, y))	A married couple is walking down the aisle	exists x.exists y. (MarriedCouple(x, y) & WalkingDownAisle(x, y))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: MarriedCouple/1, MarriedCouple/2.


Fatal error:  The following symbols are used with multiple arities: MarriedCouple/1, MarriedCouple/2"
18	A girl in a uniform, which is blue, is lowering her arm	all x. (Girl(x) & WearingUniform(x, blue) -> LoweringArm(x))	A girl in a uniform, which is blue, is raising her arm.	all x. (Girl(x) & WearingUniform(x) & BlueUniform(x) -> RaisingArm(x))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: WearingUniform/2, WearingUniform/1.


Fatal error:  The following symbols are used with multiple arities: WearingUniform/2, WearingUniform/1"
19	The girl in the blue and white uniform isn't cheering	not Cheering(girl, blueAndWhiteUniform)	The girl in the blue and white uniform is cheering	Cheering(girl, blueAndWhiteUniform)	c	"'girl' is an illegal variable name.  Constants may not be quantified.
all girl. all blueAndWhiteUniform. (Cheering(girl, blueAndWhiteUniform) -> Cheering(girl, blueAndWhiteUniform))
    ^"
20	People are on a beach full of sand by the ocean and are enjoying a sunny day	all x. (Person(x) -> (exists y. (Beach(y) & On(x, y) & FullOfSand(y) & By(x, ocean) & Enjoying(x, sunnyDay))))	People are on a beach full of sand by the ocean and are enjoying a day full of sun	all x. (Person(x) -> (exists y. (Beach(y) & FullOfSand(y) & By(x, y)) & exists z. (Ocean(z) & Near(x, z)) & exists w. (Day(w) & FullOfSun(w) & On(x, w))))	e	"'ocean' is an illegal variable name.  Constants may not be quantified.
all x. all ocean. (By(x, ocean) -> By(x, ocean))
           ^"
21	The man is doing a wheelie with a motorcycle on ground which is mostly barren	all x.all y.all z. (Man(x) & Motorcycle(y) & Ground(z) & Wheelie(x, y, z) -> (Barren(z)))	A courageous performer is doing a wheelie with a motorcycle over a man in a blue jumpsuit	all x.all y.all z. (Performer(x) & Motorcycle(y) & Man(z) & Wheelie(x, y) & Over(x, z) & BlueJumpsuit(z) -> Courageous(x))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Wheelie/3, Wheelie/2.


Fatal error:  The following symbols are used with multiple arities: Wheelie/3, Wheelie/2"
22	Two toddlers are eating on a really small wagon full of corndogs 	exists x. exists y. (Toddler(x) & Toddler(y) & Eating(x) & Eating(y) & SmallWagon(w) & Corndogs(w) & On(x, w) & On(y, w))	Two toddlers are eating corndogs in a wagon, which is really small	exists x. exists y. exists z. (Toddler(x) & Toddler(y) & Corndog(z) & Eating(x, z) & Eating(y, z) & Wagon(w) & Small(w))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Eating/1, Eating/2.


Fatal error:  The following symbols are used with multiple arities: Eating/1, Eating/2"
23	Two young kids are eating corndogs	exists x. exists y. (YoungKid(x) & YoungKid(y) & Eating(x, corndog) & Eating(y, corndog))	Two young children are eating corndogs	exists x. exists y. (YoungChild(x) & YoungChild(y) & Eating(x, corndog) & Eating(y, corndog))	e	"'corndog' is an illegal variable name.  Constants may not be quantified.
all x. all corndog. (Eating(x, corndog) -> Eating(x, corndog))
           ^"
24	A horse is tossing the cowboy wearing pants of blue and red color	all x.all y. (Horse(x) & Cowboy(y) -> Tossing(x, y, BluePants, RedPants))	The cowboy in blue and red pants is being tossed by a horse	all x.all y. (Cowboy(x) & Horse(y) & BluePants(x) & RedPants(x) -> BeingTossedBy(x, y))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: RedPants/1, RedPants/0, BluePants/1, BluePants/0.


Fatal error:  The following symbols are used with multiple arities: RedPants/1, RedPants/0, BluePants/1, BluePants/0"
25	A horse is tossing the cowboy wearing pants of blue and red color	all x.all y. (Horse(x) & Cowboy(y) -> Tossing(x, y, BluePants, RedPants))	The cowboy is tossing the blue and red pants towards the horse	all x.all y.all z. (Cowboy(x) & BluePants(y) & RedPants(z) -> TossesTowardsHorse(x, y, z))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: RedPants/1, RedPants/0, BluePants/1, BluePants/0.


Fatal error:  The following symbols are used with multiple arities: RedPants/1, RedPants/0, BluePants/1, BluePants/0"
26	A dog is riding a skateboard in a park	exists x. exists y. exists z. (Dog(x) & Skateboard(y) & Park(z) & Riding(x, y, z))	A dog is riding a skateboard	exists x. exists y. (Dog(x) & Skateboard(y) & Riding(x, y))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Riding/3, Riding/2.


Fatal error:  The following symbols are used with multiple arities: Riding/3, Riding/2"
27	There is no woman slicing a potato	not exists x. (Woman(x) & Slicing(x, potato))	A woman is slicing a potato	exists x. (Woman(x) & Slicing(x, potato))	c	"'potato' is an illegal variable name.  Constants may not be quantified.
all x. all potato. (Slicing(x, potato) -> Slicing(x, potato))
           ^"
28	There is no woman dancing and singing in the rain	not exists x. (Woman(x) & Dancing(x) & Singing(x) & InRain(x))	A woman is dancing and singing with other women	all x.all y.all z. (Woman(x) & Woman(y) & Woman(z) -> (Dancing(x, y) & Singing(x, z)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Singing/1, Singing/2, Dancing/1, Dancing/2.


Fatal error:  The following symbols are used with multiple arities: Singing/1, Singing/2, Dancing/1, Dancing/2"
29	A steak is being rinsed with water by a person	all x.all y. (Steak(x) & Person(y) -> RinsingWithWater(y, x))	A person is rinsing a steak with water	exists x. (Person(x) & Rinsing(x, Steak) & With(x, Water))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Steak/1, Steak/0.


Fatal error:  The following symbols are used with multiple arities: Steak/1, Steak/0"
30	A man is rinsing a large steak	exists x. exists y. (Man(x) & Steak(y) & Large(y) & Rinsing(x, y))	A person is rinsing a steak with water	exists x. (Person(x) & Rinsing(x, Steak) & With(x, Water))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Steak/1, Steak/0.


Fatal error:  The following symbols are used with multiple arities: Steak/1, Steak/0"
31	A person is chopping a red onion	exists x. (Person(x) & Chopping(x, redOnion))	A person is chopping an onion	exists x. (Person(x) & Chopping(x, Onion))	e	"'redOnion' is an illegal variable name.  Constants may not be quantified.
all x. all redOnion. (Chopping(x, redOnion) -> Chopping(x, redOnion))
           ^"
32	The oil is being stirred by a man	exists x. exists y. (Oil(x) & Man(y) & Stirring(y, x))	The man is stirring oil	exists x. (Man(x) & Stirring(x, Oil))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Oil/1, Oil/0.


Fatal error:  The following symbols are used with multiple arities: Oil/1, Oil/0"
33	There is no woman cutting broccoli	not exists x. (Woman(x) & Cutting(x, Broccoli))	A woman is cutting broccoli	exists x. (Woman(x) & Cutting(x, Broccoli))	c	"'Broccoli' is an illegal variable name.  Constants may not be quantified.
all x. all Broccoli. (Cutting(x, Broccoli) -> Cutting(x, Broccoli))
           ^"
34	Mimes are performing on a small stage	all x.all y.all z. (Mime(x) & Stage(y) & Small(z) -> PerformsOn(x, y, z))	Mimes are performing on a stage	all x.all y. (Mime(x) & Stage(y) -> PerformsOn(x, y))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: PerformsOn/3, PerformsOn/2.


Fatal error:  The following symbols are used with multiple arities: PerformsOn/3, PerformsOn/2"
35	The man is pouring some oil on the tomatoes	exists x. exists y. exists z. (Man(x) & Oil(y) & Tomato(z) & Pouring(x, y, z))	Somebody is pouring tomato oil on the man	exists x. (Pouring(x, TomatoOil, Man))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Man/1, Man/0.


Fatal error:  The following symbols are used with multiple arities: Man/1, Man/0"
36	There is no baby being put into a trash can by a woman	not exists x. (Baby(x) & Woman(y) & TrashCan(z) & PutInto(x, y, z))	The baby is being put into a trash can by a woman	exists x.exists y. (Baby(x) & Woman(y) & TrashCan(z) & PutInto(x, z) & By(x, y))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: PutInto/3, PutInto/2.


Fatal error:  The following symbols are used with multiple arities: PutInto/3, PutInto/2"
37	The band is singing 	Singing(band)	The band isn't singing	not exists x. (Band(x) & Singing(x))	c	"'band' is an illegal variable name.  Constants may not be quantified.
all band. (Singing(band) -> Singing(band))
    ^"
38	A boy in his teens is talking to a girl with a webcam	all x.all y. (Boy(x) & Girl(y) & Teen(x) & Webcam(x) -> TalkingTo(x, y))	The teens are talking to a boy and a girl with a webcam	all x.all y.all z. (Teen(x) & Boy(y) & Girl(z) -> TalkingTo(x, y, z, Webcam))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: TalkingTo/2, TalkingTo/4, Webcam/1, Webcam/0.


Fatal error:  The following symbols are used with multiple arities: TalkingTo/2, TalkingTo/4, Webcam/1, Webcam/0"
39	One man is talking to a girl with an internet camera	exists x. exists y. exists z. (Man(x) & Girl(y) & InternetCamera(z) & TalkingTo(x, y, z))	A boy in his teens isn't talking to a girl with a webcam	all x. all y. (Boy(x) & Teen(x) & Girl(y) & Webcam(y) -> not TalkingTo(x, y))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: TalkingTo/3, TalkingTo/2.


Fatal error:  The following symbols are used with multiple arities: TalkingTo/3, TalkingTo/2"
40	One man is talking to a girl with an internet camera	exists x. exists y. exists z. (Man(x) & Girl(y) & InternetCamera(z) & TalkingTo(x, y, z))	The teens are talking to a boy and a girl with a webcam	all x.all y.all z. (Teen(x) & Boy(y) & Girl(z) -> TalkingTo(x, y, z, Webcam))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: TalkingTo/3, TalkingTo/4.


Fatal error:  The following symbols are used with multiple arities: TalkingTo/3, TalkingTo/4"
41	A woman is beating the man that is keeping two eggs in the bowl, using a wire whisk 	all x.all y.all z. (Woman(x) & Man(y) & Eggs(z) & Beating(x, y) & Keeping(y, z) & UsingWireWhisk(x) -> Beat(x, y))	A woman is beating two eggs in a bowl and using a whisk made of wire	all x. all y. all z. (Woman(x) & Egg(y) & Bowl(z) & Beating(x, y, z) -> (UsesWhisk(x) & MadeOfWire(x)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Beating/2, Beating/3.


Fatal error:  The following symbols are used with multiple arities: Beating/2, Beating/3"
42	A white car is being driven by the man	all x.all y. (WhiteCar(x) & Man(y) -> Driving(y, x))	A person is driving the white car	exists x. (Person(x) & Driving(x, WhiteCar))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: WhiteCar/1, WhiteCar/0.


Fatal error:  The following symbols are used with multiple arities: WhiteCar/1, WhiteCar/0"
43	Two kids are pushing an inflatable crocodile in a pool	exists x. exists y. exists z. (Kid(x) & Kid(y) & InflatableCrocodile(z) & Pushing(x, z) & Pushing(y, z))	Two kids are pushing past a crocodile in an inflatable pool	exists x. exists y. exists z. (Kid(x) & Kid(y) & Crocodile(z) & Pushing(x, y, z) & InflatablePool(z))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Pushing/2, Pushing/3.


Fatal error:  The following symbols are used with multiple arities: Pushing/2, Pushing/3"
44	There is no man eating a bowl of cereal	not exists x. (Man(x) & Eating(x, bowlOfCereal))	A man is eating a bowl of cereal	exists x. exists y. (Man(x) & BowlOfCereal(y) & Eating(x, y))	c	"'bowlOfCereal' is an illegal variable name.  Constants may not be quantified.
all x. all bowlOfCereal. (Eating(x, bowlOfCereal) -> Eating(x, bowlOfCereal))
           ^"
45	There is no man eating cereal	not exists x. (Man(x) & Eating(x, Cereal))	A man is eating a bowl of cereal	exists x. exists y. (Man(x) & BowlOfCereal(y) & Eating(x, y))	c	"'Cereal' is an illegal variable name.  Constants may not be quantified.
all x. all Cereal. (Eating(x, Cereal) -> Eating(x, Cereal))
           ^"
46	The woman is waterskiing fearlessly	Woman(woman) & Waterskiing(woman) & Fearless(woman)	The woman is waterskiing	exists x. (Woman(x) & Waterskiing(x))	e	"'woman' is an illegal variable name.  Constants may not be quantified.
all woman. (Woman(woman) -> Woman(woman))
    ^"
47	Someone is banging the lens of a camera against a nail	exists x. (Person(x) & Banging(x, lens, camera) & Against(x, nail))	Someone is banging a camera lens against a nail	exists x. (Person(x) & Banging(x, CameraLens, Nail))	e	"'lens' is an illegal variable name.  Constants may not be quantified.
all x. all lens. all camera. (Banging(x, lens, camera) -> Banging(x, lens, camera))
           ^"
48	Someone is banging a camera lens against a nail	exists x. (Person(x) & Banging(x, CameraLens, Nail))	There is no one banging a camera lens against a nail	not exists x. (Person(x) & Banging(x, CameraLens, Nail))	c	"'CameraLens' is an illegal variable name.  Constants may not be quantified.
all x. all CameraLens. all Nail. (Banging(x, CameraLens, Nail) -> Banging(x, CameraLens, Nail))
           ^"
49	Someone is banging a camera lens against a nail	exists x. (Person(x) & Banging(x, CameraLens, Nail))	A camera is being hammered onto the nail by the man	exists x. exists y. exists z. (Camera(x) & Man(y) & Nail(z) & HammeredOnto(x, y, z))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Nail/1, Nail/0.


Fatal error:  The following symbols are used with multiple arities: Nail/1, Nail/0"
50	There is no one banging a camera lens against a nail	not exists x. (Person(x) & Banging(x, CameraLens, Nail))	The man is hammering a nail with a camera	exists x. exists y. exists z. (Man(x) & Nail(y) & Camera(z) & Hammering(x, y, z))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Nail/1, Nail/0.


Fatal error:  The following symbols are used with multiple arities: Nail/1, Nail/0"
51	Somebody is cutting a tomato	exists x. (Cutting(x, Tomato))	Someone is cutting a tomato	exists x. (Person(x) & Cutting(x, tomato))	e	"'Tomato' is an illegal variable name.  Constants may not be quantified.
all x. all Tomato. (Cutting(x, Tomato) -> Cutting(x, Tomato))
           ^"
52	The woman is not slicing an onion with a knife	not exists x. (Woman(x) & SlicingOnion(x, Knife))	The woman is slicing an onion with a knife	exists x. exists y. exists z. (Woman(x) & Onion(y) & Knife(z) & Slicing(x, y, z))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Knife/1, Knife/0.


Fatal error:  The following symbols are used with multiple arities: Knife/1, Knife/0"
53	A man is riding a motorcycle through the town	exists x. exists y. exists z. (Man(x) & Motorcycle(y) & Town(z) & Riding(x, y, z))	A man is riding a motorbike	exists x. exists y. (Man(x) & Motorbike(y) & Riding(x, y))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Riding/3, Riding/2.


Fatal error:  The following symbols are used with multiple arities: Riding/3, Riding/2"
54	A man is riding a motorcycle through the town	exists x. exists y. exists z. (Man(x) & Motorcycle(y) & Town(z) & Riding(x, y, z))	A man is getting off the motorcycle	exists x. (Man(x) & Motorcycle(y) & Riding(x, y) & not Riding(x, y))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Riding/3, Riding/2.


Fatal error:  The following symbols are used with multiple arities: Riding/3, Riding/2"
55	A man is riding a motorcycle through the town	exists x. exists y. exists z. (Man(x) & Motorcycle(y) & Town(z) & Riding(x, y, z))	A man is riding a motorcycle	exists x. exists y. (Man(x) & Motorcycle(y) & Riding(x, y))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Riding/3, Riding/2.


Fatal error:  The following symbols are used with multiple arities: Riding/3, Riding/2"
56	A cat is eating corn on the cob	exists x. (Cat(x) & Eating(x, corn) & OnCob(x))	There is no cat eating corn on the cob	not exists x. (Cat(x) & Eating(x, y) & CornOnTheCob(y))	c	"'corn' is an illegal variable name.  Constants may not be quantified.
all x. all corn. (Eating(x, corn) -> Eating(x, corn))
           ^"
57	Someone is slicing a tomato	exists x. (Person(x) & Slicing(x, tomato))	Nobody is slicing a tomato	not exists x. (Slicing(x) & Tomato(x))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Slicing/2, Slicing/1.


Fatal error:  The following symbols are used with multiple arities: Slicing/2, Slicing/1"
58	A person is cutting mushrooms with a knife	exists x. (Person(x) & Cutting(x, mushrooms) & Using(x, knife))	A person is cutting some mushrooms	exists x. (Person(x) & Cutting(x, mushrooms))	e	"'mushrooms' is an illegal variable name.  Constants may not be quantified.
all x. all mushrooms. (Cutting(x, mushrooms) -> Cutting(x, mushrooms))
           ^"
59	The lady is eating slices of meat	exists x. (Lady(x) & Eating(x, Meat))	The lady is slicing up the meat	exists x. exists y. (Lady(x) & Meat(y) & Slicing(x, y))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Meat/1, Meat/0.


Fatal error:  The following symbols are used with multiple arities: Meat/1, Meat/0"
60	The woman is not walking the dog	not exists x. (Woman(x) & Walking(x, dog))	The woman is walking the dog	exists x. exists y. (Woman(x) & Dog(y) & Walking(x, y))	c	"'dog' is an illegal variable name.  Constants may not be quantified.
all x. all dog. (Walking(x, dog) -> Walking(x, dog))
           ^"
61	The woman is slicing an onion	exists x. (Woman(x) & Slicing(x, Onion))	An onion is being sliced by the woman	exists x.exists y. (Onion(x) & Woman(y) & Slicing(y, x))	e	"'Onion' is an illegal variable name.  Constants may not be quantified.
all x. all Onion. (Slicing(x, Onion) -> Slicing(x, Onion))
           ^"
62	An onion is being sliced by the woman	exists x.exists y. (Onion(x) & Woman(y) & Slicing(y, x))	A man is slicing a carrot with a knife	exists x. exists y. exists z. (Man(x) & Carrot(y) & Knife(z) & Slicing(x, y, z))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Slicing/2, Slicing/3.


Fatal error:  The following symbols are used with multiple arities: Slicing/2, Slicing/3"
63	The plane is landing	Landing(plane)	A plane is landing	exists x. (Plane(x) & Landing(x))	e	"'plane' is an illegal variable name.  Constants may not be quantified.
all plane. (Landing(plane) -> Landing(plane))
    ^"
64	The woman is cooking eggs	exists x. (Woman(x) & Cooking(x, Eggs))	A woman is cooking eggs	exists x. (Woman(x) & Cooking(x, Eggs))	e	"'Eggs' is an illegal variable name.  Constants may not be quantified.
all x. all Eggs. (Cooking(x, Eggs) -> Cooking(x, Eggs))
           ^"
65	The woman is not cooking something	not exists x. (Woman(x) & Cooking(x))	A woman is cooking eggs	exists x. (Woman(x) & Cooking(x, Eggs))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Cooking/1, Cooking/2.


Fatal error:  The following symbols are used with multiple arities: Cooking/1, Cooking/2"
