	nl_ps	fol_ps	nl_h	fol_h	label	e_pred	c_pred
28	Bill spoke to everyone that John did. ## Bill spoke to Mary.	exists x. exists y. (Bill(x) & John(y) & SpokeTo(x, y)) ## exists x. exists y. (Bill(x) & Mary(y) & SpokeTo(x, y))	John spoke to Mary.	exists x. exists y. (Person(x) & Person(y) & SpokenTo(x, y))	n	False	False
29	John wrote a report, and Bill said Peter did too.	exists x. exists y. exists z. (John(x) & Report(y) & Bill(z) & (Wrote(x, y) & Said(z, Peter, DidToo)))	Bill said Peter wrote a report.	Said(bill, peter, wroteReport)	e	False	False
30	If John wrote a report, then Bill did too. ## John wrote a report.	exists x.exists y. (WroteReport(x) & WroteReport(y) & Person(x) & Person(y) & DidReport(x, y)) ## exists x. (Report(x) & Wrote(John, x))	Bill wrote a report.	exists x. (Report(x) & Wrote(bill, x))	e	False	False
31	John wanted to buy a car, and he did.	WantedToBuyCar(john) & BoughtCar(john)	John bought a car.	exists x. (Car(x) & BoughtBy(x, John))	e	False	False
32	John needed to buy a car, and Bill did.	exists x.exists y. (NeededToBuyCar(x) & NeededToBuyCar(y) & (John(x) & Bill(y)))	Bill bought a car.	exists x. exists y. (Bill(x) & Car(y) & Bought(x, y))	n	False	False
33	Smith claimed he had costed his proposal and so did Jones.	exists x. exists y. (Smith(x) & Jones(y) & (CostedProposal(x) & CostedProposal(y)))	Jones claimed he had costed his own proposal.	ClaimedCostedProposal(jones)	e	False	False
34	Smith claimed he had costed his proposal and so did Jones.	exists x. exists y. (Smith(x) & Jones(y) & (CostedProposal(x) & CostedProposal(y)))	Jones claimed he had costed Smith's proposal.	ClaimedCosted(jones, smith)	e	False	False
35	Smith claimed he had costed his proposal and so did Jones.	exists x. exists y. (Smith(x) & Jones(y) & (CostedProposal(x) & CostedProposal(y)))	Jones claimed Smith had costed Smith's proposal.	ClaimedCosted(jones, smith, proposal)	e	False	False
36	Smith claimed he had costed his proposal and so did Jones.	exists x. exists y. (Smith(x) & Jones(y) & (CostedProposal(x) & CostedProposal(y)))	Jones claimed Smith had costed Jones' proposal.	ClaimedCosted(jones, smith, proposal)	n	False	False
37	John is a man and Mary is a woman. ## John represents his company and so does Mary.	exists x. exists y. (Man(x) & Woman(y) & (John(x) & Mary(y))) ## exists x.exists y. (John(x) & Mary(y) & (RepresentsCompany(x) & RepresentsCompany(y)))	Mary represents her own company.	RepresentsOwnCompany(mary)	e	False	False
38	Bill suggested to Frank's boss that they should go to the meeting together, and Carl to Alan's wife.	exists x.exists y.exists z. (Bill(x) & Frank(y) & Alan(z) & (SuggestedTo(x, y, z) & not SuggestedTo(x, z, y)))	If it was suggested that Bill and Frank should go together, it was suggested that Carl and Alan should go together.	exists x. exists y. exists z. exists w. (Suggested(x, y, z) & Suggested(y, w, z) & (Bill(x) & Frank(y) & Carl(w) & Alan(z)))	e	False	False
39	Bill suggested to Frank's boss that they should go to the meeting together, and Carl to Alan's wife.	exists x.exists y.exists z. (Bill(x) & Frank(y) & Alan(z) & (SuggestedTo(x, y, z) & not SuggestedTo(x, z, y)))	If it was suggested that Bill and Frank's boss should go together, it was suggested that Carl and Alan's wife should go together.	exists x. exists y. exists z. exists w. (Suggested(x, y, z) & Boss(y) & Bill(y) & Frank(y) & Suggested(x, w, z) & Boss(z) & Carl(z) & Alan(z) & Suggested(x, w, z))	e	False	False
40	A lawyer signed every report, and so did an auditor. ## That is, there was one lawyer who signed all the reports.	exists x.exists y. (Lawyer(x) & Auditor(y) & (SignedReport(x) & SignedReport(y))) ## exists x. (Lawyer(x) & SignedAllReports(x))	There was one auditor who signed all the reports.	exists x. (Auditor(x) & SignedAllReports(x))	e	False	False
