	nl_ps	fol_ps	nl_h	fol_h	label	exception
10	Several children are sitting down and have their knees raised	exists z500. exists x. exists y. exists z. (Child(x) & Child(y) & Child(z) & Sitting(x) & Sitting(y) & Sitting(z) & (Knees(x, z500) & Raised(z500)) & KneesRaised(y) & KneesRaised(z))	Several children are lying down and are raising their knees	exists z500. exists z500. exists x. exists y. exists z. (Child(x) & Child(y) & Child(z) & (Lying(x, z500) & Down(z500)) & LyingDown(y) & LyingDown(z) & (Raising(x, z500) & Knees(z500)) & RaisingKnees(y) & RaisingKnees(z))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Knees/2, Knees/1.


Fatal error:  The following symbols are used with multiple arities: Knees/2, Knees/1"
11	A young, topless woman is covered in paint	all x. (Young(x) & Topless(x) -> CoveredInPaint(x))	A topless girl is covered in paint	exists z500. all x. ((Topless(x, z500) & Girl(z500)) -> CoveredInPaint(x))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Topless/1, Topless/2.


Fatal error:  The following symbols are used with multiple arities: Topless/1, Topless/2"
12	A crowd of people is near the water	exists x. (Crowd(x) & Near(x, Water))	A crowd of people is far from the water	exists z500. all x. (Crowd(x) -> not (Near(x, z500) & Water(z500)))	c	"'Water' is an illegal variable name.  Constants may not be quantified.
all x. all Water. (Near(x, Water) -> Near(x, Water))
           ^"
13	A group of people is on a beach	exists x. (Group(x) & People(x) & On(x, beach))	A group of people is on a mountain	exists x.exists y. (Group(x) & Mountain(y) & On(x, y))	n	"'beach' is an illegal variable name.  Constants may not be quantified.
all x. all beach. (On(x, beach) -> On(x, beach))
           ^"
14	A man, a woman and two girls are walking on the beach	exists x. exists y. exists z. (Man(x) & Woman(y) & Girl(z) & WalkingOnBeach(x, y, z))	Four people are walking on the beach	exists x. exists y. exists z. exists w. (Person(x) & Person(y) & Person(z) & Person(w) & WalkingOnBeach(x) & WalkingOnBeach(y) & WalkingOnBeach(z) & WalkingOnBeach(w))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: WalkingOnBeach/3, WalkingOnBeach/1.


Fatal error:  The following symbols are used with multiple arities: WalkingOnBeach/3, WalkingOnBeach/1"
15	A dirty soccer ball is rolling into a goal net	exists z500. all x.all y.all z. (DirtySoccerBall(x) & (Goal(y, z500) & Net(z500)) & Goal(z) -> RollingInto(x, y, z))	A soccer ball is rolling into a goal net	exists z500. exists z500. all x.all y. ((Soccer(x, z500) & Ball(z500)) & (Goal(y, z500) & Net(z500)) -> RollingInto(x, y))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: RollingInto/3, RollingInto/2, Goal/1, Goal/2.


Fatal error:  The following symbols are used with multiple arities: RollingInto/3, RollingInto/2, Goal/1, Goal/2"
16	A person who plays soccer is kicking a ball into the goal	exists z500. all x. (Person(x) & (Plays(x, z500) & Soccer(z500)) -> KicksBallIntoGoal(x))	A soccer ball is rolling into a goal net	exists z500. exists z500. all x.all y. ((Soccer(x, z500) & Ball(z500)) & (Goal(y, z500) & Net(z500)) -> RollingInto(x, y))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Soccer/1, Soccer/2.


Fatal error:  The following symbols are used with multiple arities: Soccer/1, Soccer/2"
17	A soccer ball is rolling into a goal net	exists z500. exists z500. all x.all y. ((Soccer(x, z500) & Ball(z500)) & (Goal(y, z500) & Net(z500)) -> RollingInto(x, y))	A soccer player is kicking a ball out of the goal	exists z500. all x.all y.all z. ((Soccer(x, z500) & Player(z500)) & Ball(y) & Goal(z) -> KickingOutOf(x, y, z))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Goal/2, Goal/1.


Fatal error:  The following symbols are used with multiple arities: Goal/2, Goal/1"
18	A soccer ball is rolling into a goal net	exists z500. exists z500. all x.all y. ((Soccer(x, z500) & Ball(z500)) & (Goal(y, z500) & Net(z500)) -> RollingInto(x, y))	A soccer player is kicking a ball into the goal	exists z500. all x.all y.all z. ((Soccer(x, z500) & Player(z500)) & Ball(y) & Goal(z) -> KicksInto(x, y, z))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Goal/2, Goal/1.


Fatal error:  The following symbols are used with multiple arities: Goal/2, Goal/1"
19	The helmeted girl is riding a bike	exists x. (Girl(x) & Helmeted(x) & Riding(x, bike))	The helmeted girl is perching on a bike	exists z500. all x.all y. ((Helmeted(x, z500) & Girl(z500)) & Bike(y) -> PerchingOn(x, y))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Helmeted/1, Helmeted/2.


Fatal error:  The following symbols are used with multiple arities: Helmeted/1, Helmeted/2"
20	A blonds girl is surfing	exists z500. all x. ((Blond(x, z500) & Girl(z500)) -> Surfing(x))	A blond girl is riding the waves	exists z500. exists x. (Girl(x) & Blond(x) & (Riding(x, z500) & Waves(z500)))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Blond/2, Blond/1.


Fatal error:  The following symbols are used with multiple arities: Blond/2, Blond/1"
21	A blond girl waves while she is riding	exists z500. all x.all y.all z. ((Blond(x, z500) & Girl(z500)) & Wave(y) & Riding(z) -> WavesWhileRiding(x, y, z))	A lady is surfing and riding a wave	exists z500. all x. (Lady(x) -> (Surfing(x) & (Riding(x, z500) & Wave(z500))))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Riding/1, Riding/2.


Fatal error:  The following symbols are used with multiple arities: Riding/1, Riding/2"
22	A laughing child is holding a water gun and getting sprayed with water	exists z500. all x. ((Laughing(x, z500) & Child(z500)) -> (HoldingWaterGun(x) & GettingSprayedWithWater(x)))	A child with a gun that sprays water is laughing and getting hit by other boys	exists z500. exists z500. all x. (Child(x) & (Has(x, z500) & Gun(z500)) & (Sprays(x, z500) & Water(z500)) -> (Laughing(x) & GettingHitByBoys(x)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Laughing/2, Laughing/1.


Fatal error:  The following symbols are used with multiple arities: Laughing/2, Laughing/1"
23	A laughing man is dyeing a shirt black on the table which you cannot sit at 	exists z500. all x.all y.all z. ((Laughing(x, z500) & Man(z500)) & Shirt(y) & Table(z) & Dyeing(x, y, z) -> not CanSitAt(z))	A man wearing a dyed black shirt is sitting at the table and laughing	all x. (Man(x) & WearsDyedBlackShirt(x) -> (SittingAtTable(x) & Laughing(x)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Laughing/2, Laughing/1.


Fatal error:  The following symbols are used with multiple arities: Laughing/2, Laughing/1"
24	A black man is running in brown grass and racing a dog	exists z500. exists z500. all x.all y.all z. ((Black(x, z500) & Man(z500)) & (Brown(y, z500) & Grass(z500)) & Dog(z) -> (RunsIn(x, y) & Races(x, z)))	A dog, which is brown, and a black one are running in the grass	all x. all y. (Dog(x) & Dog(y) & Brown(x) & Black(y) -> RunInGrass(x, y))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Black/2, Black/1, Brown/2, Brown/1.


Fatal error:  The following symbols are used with multiple arities: Black/2, Black/1, Brown/2, Brown/1"
25	A dark black dog and a light brown dog are playing in the backyard	exists z500. exists z500. exists x. exists y. (Dog(x) & Dog(y) & (Dark(x, z500) & Black(z500)) & (Light(y, z500) & Brown(z500)) & PlayingInBackyard(x, y))	A black man is running in brown grass and racing a dog	exists z500. exists z500. all x.all y.all z. ((Black(x, z500) & Man(z500)) & (Brown(y, z500) & Grass(z500)) & Dog(z) -> (RunsIn(x, y) & Races(x, z)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Brown/1, Brown/2, Black/1, Black/2.


Fatal error:  The following symbols are used with multiple arities: Brown/1, Brown/2, Black/1, Black/2"
26	A black, red, white and pink dress is being worn by a woman	exists x. (Dress(x) & Black(x) & Red(x) & White(x) & Pink(x) & WornBy(x, Woman))	A woman is taking off a cloak, which is very large, and revealing extravagant apparel	exists z500. all x.all y. (Woman(x) & Cloak(y) & (Very(y, z500) & Large(z500)) -> TakesOffAndRevealsExtravagantApparel(x, y))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Woman/1, Woman/0.


Fatal error:  The following symbols are used with multiple arities: Woman/1, Woman/0"
27	A woman is taking off a cloak, which is very large, and revealing an extravagant dress	exists z500. all x.all y. (Woman(x) & Cloak(y) & (Very(y, z500) & Large(z500)) -> (TakesOff(x, y) & RevealsExtravagantDress(x)))	A black, red, white and pink dress is being worn by a woman	exists x. (Dress(x) & Black(x) & Red(x) & White(x) & Pink(x) & WornBy(x, Woman))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Woman/1, Woman/0.


Fatal error:  The following symbols are used with multiple arities: Woman/1, Woman/0"
28	A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling	exists z500. exists z500. exists z500. all x. ((Young(x, z500) & Lady(z500)) & LightBrownHair(x) -> (WearingRedNecklace(x) & (Wearing(x, z500) & Sweatshirt(z500)) & (Wearing(x, z500) & Earrings(z500)) & Smiling(x)))	A lady of young age, with light brown hair, is wearing a red necklace, a sweatshirt and earrings and is smiling	exists z500. exists z500. exists z500. all x. (Lady(x) & (Young(x, z500) & Age(z500)) & LightBrownHair(x) & WearingRedNecklace(x) & (Wearing(x, z500) & Sweatshirt(z500)) & (Wearing(x, z500) & Earrings(z500)) & Smiling(x) -> LadyOf(Young(x, z500) & Age(z500)))	e	"Unexpected token: '&'.  Expected token ')'.
exists z500. exists z500. exists z500. all x. (Lady(x) & (Young(x, z500) & Age(z500)) & LightBrownHair(x) & WearingRedNecklace(x) & (Wearing(x, z500) & Sweatshirt(z500)) & (Wearing(x, z500) & Earrings(z500)) & Smiling(x) -> LadyOf(Young(x, z500) & Age(z500)))
                                                                                                                                                                                                                                                      ^"
29	A lady of young age, with light brown hair, is wearing a red necklace, a sweatshirt and earrings and is smiling	exists z500. exists z500. exists z500. all x. (Lady(x) & (Young(x, z500) & Age(z500)) & LightBrownHair(x) & WearingRedNecklace(x) & (Wearing(x, z500) & Sweatshirt(z500)) & (Wearing(x, z500) & Earrings(z500)) & Smiling(x) -> LadyOf(Young(x, z500) & Age(z500)))	A teenage girl is wearing beads that are red	exists z500. exists x. ((Teenage(x, z500) & Girl(z500)) & Wearing(x, redBeads))	n	"Unexpected token: '&'.  Expected token ')'.
exists z500. exists z500. exists z500. all x. (Lady(x) & (Young(x, z500) & Age(z500)) & LightBrownHair(x) & WearingRedNecklace(x) & (Wearing(x, z500) & Sweatshirt(z500)) & (Wearing(x, z500) & Earrings(z500)) & Smiling(x) -> LadyOf(Young(x, z500) & Age(z500)))
                                                                                                                                                                                                                                                      ^"
30	The girl likes red and isn't wearing beads for teenagers	exists z500. exists z500. (Likes(girl, z500) & Red(z500)) & not (Wearing(girl, z500) & Beads(z500))	A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling	exists z500. exists z500. exists z500. all x. ((Young(x, z500) & Lady(z500)) & LightBrownHair(x) -> (WearingRedNecklace(x) & (Wearing(x, z500) & Sweatshirt(z500)) & (Wearing(x, z500) & Earrings(z500)) & Smiling(x)))	n	"'girl' is an illegal variable name.  Constants may not be quantified.
all girl. all z500. (Wearing(girl, z500) -> Wearing(girl, z500))
    ^"
31	A person is climbing a rock with a rope, which is pink	all x.all y.all z. (Person(x) & Rock(y) & Rope(z) & Climbing(x, y, z) -> (Pink(y)))	One man is climbing the cliff with a rope	exists z500. exists x. (Man(x) & Climbing(x, cliff) & (Uses(x, z500) & Rope(z500)))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Climbing/3, Climbing/2.


Fatal error:  The following symbols are used with multiple arities: Climbing/3, Climbing/2"
32	A dog, which is black, and a white one are staring at each other in the street	all x.all y. (Dog(x) & Dog(y) & Black(x) & White(y) -> StaringAtEachOther(x, y))	One white dog is staring at the black street	exists z500. exists x. ((White(x, z500) & Dog(z500)) & StaringAt(x, BlackStreet))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: White/1, White/2.


Fatal error:  The following symbols are used with multiple arities: White/1, White/2"
33	Two persons of large size are sitting on a park bench and they have a bottle of soda between them	exists z500. exists x. exists y. (Person(x) & Person(y) & (Large(x, z500) & Size(z500)) & LargeSize(y) & SittingOnParkBench(x, y) & BottleOfSoda(x, y))	Two large persons are sitting on a park bench and they have a bottle of soda between them	exists z500. exists z500. exists x. exists y. exists z. ((Large(x, z500) & Person(z500)) & LargePerson(y) & (Park(z, z500) & Bench(z500)) & SittingOn(x, z) & SittingOn(y, z) & BottleOfSoda(z))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: BottleOfSoda/2, BottleOfSoda/1.


Fatal error:  The following symbols are used with multiple arities: BottleOfSoda/2, BottleOfSoda/1"
34	A man with a camera is studying the subject	exists z500. all x.all y. (Man(x) & Camera(y) & Carries(x, y) -> (Studies(x, z500) & Subject(z500)))	The study subject is a camera man	exists z500. exists z500. all x. ((Study(x, z500) & Subject(z500)) -> (Camera(x, z500) & Man(z500)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Camera/1, Camera/2.


Fatal error:  The following symbols are used with multiple arities: Camera/1, Camera/2"
35	The study subject is a camera man	exists z500. exists z500. all x. ((Study(x, z500) & Subject(z500)) -> (Camera(x, z500) & Man(z500)))	The man in the purple hat is operating a camera that makes videos	exists z500. exists z500. all x.all y. (Man(x) & (Purple(x, z500) & Hat(z500)) & Camera(y) & Operates(x, y) -> (Makes(y, z500) & Videos(z500)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Camera/2, Camera/1.


Fatal error:  The following symbols are used with multiple arities: Camera/2, Camera/1"
36	A married couple is walking up the aisle	exists z500. all x.all y. ((Married(x, z500) & Couple(z500)) & MarriedCouple(y) -> WalkingUpAisle(x, y))	A married couple is walking down the aisle	exists x.exists y. (MarriedCouple(x, y) & WalkingDownAisle(x, y))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: MarriedCouple/1, MarriedCouple/2.


Fatal error:  The following symbols are used with multiple arities: MarriedCouple/1, MarriedCouple/2"
37	There is no girl wearing a t-shirt and keeping her mouth open	not exists x. (Girl(x) & WearingTShirt(x) & KeepingMouthOpen(x))	A girl from Asia, in front of a brick window, looks surprised	exists z500. all x.all y.all z. (Girl(x) & Asia(x) & (Brick(y, z500) & Window(z500)) & InFrontOf(x, y) & Window(z) & Brick(z) -> LooksSurprised(x, z))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Brick/1, Brick/2.


Fatal error:  The following symbols are used with multiple arities: Brick/1, Brick/2"
38	A black and a white dog are joyfully running on the grass	exists x. exists y. (Dog(x) & Dog(y) & Black(x) & White(y) & RunningOnGrass(x) & RunningOnGrass(y))	A black person in white is joyfully running with the dog on the grass	exists z500. exists z500. all x.all y.all z. ((Black(x, z500) & Person(z500)) & White(y) & Dog(z) & (On(y, z500) & Grass(z500)) -> JoyfullyRunsWith(x, y, z))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Black/1, Black/2.


Fatal error:  The following symbols are used with multiple arities: Black/1, Black/2"
39	One white dog and one black one are sitting side by side on the grass	exists x.exists y. (Dog(x) & Dog(y) & White(x) & Black(y) & SittingSideBySide(x, y, Grass))	One white dog and one black one are running side by side on the grass	exists z500. exists z500. exists x.exists y. ((White(x, z500) & Dog(z500)) & (Black(y, z500) & Dog(z500)) & RunningOnGrass(x) & RunningOnGrass(y))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Black/1, Black/2, White/1, White/2.


Fatal error:  The following symbols are used with multiple arities: Black/1, Black/2, White/1, White/2"
40	A black person in white is joyfully running with the dog on the grass	exists z500. exists z500. all x.all y.all z. ((Black(x, z500) & Person(z500)) & White(y) & Dog(z) & (On(y, z500) & Grass(z500)) -> JoyfullyRunsWith(x, y, z))	One white dog and one black one are running side by side on the grass	exists z500. exists z500. exists x.exists y. ((White(x, z500) & Dog(z500)) & (Black(y, z500) & Dog(z500)) & RunningOnGrass(x) & RunningOnGrass(y))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: White/1, White/2.


Fatal error:  The following symbols are used with multiple arities: White/1, White/2"
41	The girl in the blue and white uniform isn't cheering	not Cheering(girl, blueAndWhiteUniform)	The girl in the blue and white uniform is cheering	Cheering(girl, blueAndWhiteUniform)	c	"'girl' is an illegal variable name.  Constants may not be quantified.
all girl. all blueAndWhiteUniform. (Cheering(girl, blueAndWhiteUniform) -> Cheering(girl, blueAndWhiteUniform))
    ^"
42	People are on a beach full of sand by the ocean and are enjoying a sunny day	all x. (Person(x) -> (exists y. (Beach(y) & On(x, y) & FullOfSand(y) & By(x, ocean) & Enjoying(x, sunnyDay))))	People are on a beach full of sand by the ocean and are enjoying a day full of sun	all x. (Person(x) -> (exists y. (Beach(y) & FullOfSand(y) & By(x, y)) & exists z. (Ocean(z) & Near(x, z)) & exists w. (Day(w) & FullOfSun(w) & On(x, w))))	e	"'ocean' is an illegal variable name.  Constants may not be quantified.
all x. all ocean. (By(x, ocean) -> By(x, ocean))
           ^"
43	A man in a blue jumpsuit is failing to perform a wheelie on a motorcycle	exists z500. all x. (Man(x) & WearsBlueJumpsuit(x) -> not (Performs(x, z500) & Wheelie(z500)))	The man is doing a wheelie with a motorcycle on ground which is mostly barren	all x.all y.all z. (Man(x) & Motorcycle(y) & Ground(z) & Wheelie(x, y, z) -> (Barren(z)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Wheelie/1, Wheelie/3.


Fatal error:  The following symbols are used with multiple arities: Wheelie/1, Wheelie/3"
44	The man is doing a wheelie with a motorcycle on ground which is mostly barren	all x.all y.all z. (Man(x) & Motorcycle(y) & Ground(z) & Wheelie(x, y, z) -> (Barren(z)))	A courageous performer is doing a wheelie with a motorcycle over a man in a blue jumpsuit	exists z500. all x.all y.all z. (Performer(x) & Motorcycle(y) & Man(z) & Wheelie(x, y) & Over(x, z) & (Blue(z, z500) & Jumpsuit(z500)) -> Courageous(x))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Wheelie/3, Wheelie/2.


Fatal error:  The following symbols are used with multiple arities: Wheelie/3, Wheelie/2"
45	Two toddlers are eating on a really small wagon full of corndogs 	exists z500. exists x. exists y. (Toddler(x) & Toddler(y) & Eating(x) & Eating(y) & (Small(w, z500) & Wagon(z500)) & Corndogs(w) & On(x, w) & On(y, w))	Two toddlers are eating corndogs in a wagon, which is really small	exists x. exists y. exists z. (Toddler(x) & Toddler(y) & Corndog(z) & Eating(x, z) & Eating(y, z) & Wagon(w) & Small(w))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Small/2, Small/1, Eating/1, Eating/2.


Fatal error:  The following symbols are used with multiple arities: Small/2, Small/1, Eating/1, Eating/2"
46	Two young kids are eating corndogs	exists z500. exists x. exists y. ((Young(x, z500) & Kid(z500)) & YoungKid(y) & Eating(x, corndog) & Eating(y, corndog))	Two young children are eating corndogs	exists z500. exists x. exists y. ((Young(x, z500) & Child(z500)) & YoungChild(y) & Eating(x, corndog) & Eating(y, corndog))	e	"'corndog' is an illegal variable name.  Constants may not be quantified.
all x. all corndog. (Eating(x, corndog) -> Eating(x, corndog))
           ^"
47	A man in a shirt dyed purple is walking away from a man in a black shirt, who is serious	all x. all y. all z. (Man(x) & Man(y) & Shirt(z) & Purple(z) & Wearing(x, z) & Wearing(y, z) & Black(z) -> WalkingAway(x, y))	A man in a shirt dyed purple is looking at a man in a black shirt who is doing a funny face	exists z500. all x. all y. all z. (Man(x) & Shirt(y) & Purple(y) & Man(z) & (Black(z, z500) & Shirt(z500)) -> (LookingAt(x, z) & DoingFunnyFace(z)))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Black/1, Black/2.


Fatal error:  The following symbols are used with multiple arities: Black/1, Black/2"
48	A man in a shirt dyed purple is looking at a man in a black shirt who is doing a funny face	exists z500. all x. all y. all z. (Man(x) & Shirt(y) & Purple(y) & Man(z) & (Black(z, z500) & Shirt(z500)) -> (LookingAt(x, z) & DoingFunnyFace(z)))	A man in a purple shirt is dying another shirt black, which has a man looking at a dog doing a funny face painted on it.	exists z500. exists z500. all x. all y. all z. (Man(x) & (Purple(x, z500) & Shirt(z500)) & Shirt(y) & Black(y) & Man(z) & Dog(z) & (Funny(z, z500) & Face(z500)) -> (Dying(x, y) & LookingAt(z, x)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Black/2, Black/1, Purple/1, Purple/2.


Fatal error:  The following symbols are used with multiple arities: Black/2, Black/1, Purple/1, Purple/2"
49	The green field for horse races is completely full of Jockeys	exists z500. all x. ((Green(x, z500) & Field(z500)) & ForHorseRaces(x) -> FullOfJockeys(x))	The Jockeys are racing horses on the field, which is completely green	all x.all y.all z. (Jockey(x) & Horse(y) & Field(z) -> (RacesOn(x, y, z) & Green(z)))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Green/2, Green/1.


Fatal error:  The following symbols are used with multiple arities: Green/2, Green/1"
