	nl_ps	fol_ps	nl_h	fol_h	label	exception
20	All APCOM managers have company cars. ## Jones is an APCOM manager.	all x. (APCOMManager(x) -> HasCompanyCar(x)) ## all x. (APCOMManager(x) ↔ (Person(x) & Manager(x) & WorksForAPCOM(x)))	Jones has a company car.	HasCompanyCar(jones)	e	"Unexpected token: '↔'.  Expected token ')'.
all x. (APCOMManager(x) ↔ (Person(x) & Manager(x) & WorksForAPCOM(x)))
                        ^"
21	All APCOM managers have company cars. ## Jones is an APCOM manager.	all x. (APCOMManager(x) -> HasCompanyCar(x)) ## all x. (APCOMManager(x) ↔ (Person(x) & Manager(x) & WorksForAPCOM(x)))	Jones has more than one company car.	exists z500. exists x. ((Company(x, z500) & Car(z500)) & Owns(x, Jones))	n	"Unexpected token: '↔'.  Expected token ')'.
all x. (APCOMManager(x) ↔ (Person(x) & Manager(x) & WorksForAPCOM(x)))
                        ^"
22	Smith signed one contract. ## Jones signed another contract.	exists x. (Contract(x) & SignedBy(x, Smith)) ## exists x. (Contract(x) & SignedBy(x, Jones))	Smith and Jones signed two contracts.	exists x. exists y. (Smith(x) & Jones(y) & Contract(z) & Signed(x, z) & Signed(y, z))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Jones/1, Jones/0, Smith/1, Smith/0.


Fatal error:  The following symbols are used with multiple arities: Jones/1, Jones/0, Smith/1, Smith/0"
23	Smith signed two contracts. ## Jones also signed them.	exists x. exists y. (Smith(x) & Contract(y) & Signed(x, y)) ## all x. (Signed(x) -> (Jones(x) | Smith(x)))	Smith and Jones signed two contracts.	exists x. exists y. (Smith(x) & Jones(y) & Contract(z) & Signed(x, z) & Signed(y, z))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Signed/1, Signed/2.


Fatal error:  The following symbols are used with multiple arities: Signed/1, Signed/2"
24	Smith delivered a report to ITEL. ## She also delivered them an invoice. ## And she delivered them a project proposal.	DeliveredReport(smith, itel) ## all x.all y. (Woman(x) & Delivered(x, y) & Invoice(y) -> DeliveredInvoice(x, y)) ## all x.all y. (Woman(x) & Project(y) & DeliveredProposal(x, y) -> ProjectManager(x, y))	Smith delivered a report, an invoice and a project proposal to ITEL.	exists z500. all x.all y.all z. (Smith(x) & Report(y) & Invoice(z) & (Project(y, z500) & Proposal(z500)) -> DeliveredTo(x, y, z, ITEL))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Project/1, Project/2.


Fatal error:  The following symbols are used with multiple arities: Project/1, Project/2"
25	Every committee has a chairman. ## He is appointed its members.	all x. (Committee(x) -> exists y. (Chairman(y) & ChairmanOf(y, x))) ## all x.all y. (Appoints(x, y) ↔ (Member(y) & AppointedBy(y, x)))	Every committee has a chairman appointed by members of the committee.	all x. (Committee(x) -> exists y. (Chairman(y) & AppointedByMembers(y, x)))	e	"Unexpected token: '↔'.  Expected token ')'.
all x.all y. (Appoints(x, y) ↔ (Member(y) & AppointedBy(y, x)))
                             ^"
26	ITEL has sent most of the reports Smith needs. ## They are on her desk.	all x.all y. (ITEL(x) & Smith(y) -> SentReports(x, y)) ## exists x. (Desk(x) & On(x, her))	There are some reports from ITEL on Smith's desk.	exists x. (Report(x) & From(x, ITEL) & On(x, Smith))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Smith/1, Smith/0, ITEL/1, ITEL/0.


Fatal error:  The following symbols are used with multiple arities: Smith/1, Smith/0, ITEL/1, ITEL/0"
27	Two out of ten machines are missing. ## They have been removed.	exists x. (Machine(x) & Missing(x)) & exists y. (Machine(y) & Missing(y)) & exists z. (Machine(z) & Missing(z)) & exists w. (Machine(w) & Missing(w)) & exists v. (Machine(v) & Missing(v)) & exists u. (Machine(u) & Missing(u)) & exists t. (Machine(t) & ## all x. (Removed(x))	Two machines have been removed.	exists x. exists y. (Machine(x) & Machine(y) & Removed(x) & Removed(y))	e	"End of input found.  Expression expected.
exists x. (Machine(x) & Missing(x)) & exists y. (Machine(y) & Missing(y)) & exists z. (Machine(z) & Missing(z)) & exists w. (Machine(w) & Missing(w)) & exists v. (Machine(v) & Missing(v)) & exists u. (Machine(u) & Missing(u)) & exists t. (Machine(t) &
                                                                                                                                                                                                                                                           ^"
28	Two out of ten machines are missing. ## They have been removed.	exists x. (Machine(x) & Missing(x)) & exists y. (Machine(y) & Missing(y)) & exists z. (Machine(z) & Missing(z)) & exists w. (Machine(w) & Missing(w)) & exists v. (Machine(v) & Missing(v)) & exists u. (Machine(u) & Missing(u)) & exists t. (Machine(t) & ## all x. (Removed(x))	Eight machines have been removed.	exists x. (Machine(x) & Removed(x)) & exists y. (Machine(y) & Removed(y)) & exists z. (Machine(z) & Removed(z)) & exists w. (Machine(w) & Removed(w)) & exists v. (Machine(v) & Removed(v)) & exists u. (Machine(u) & Removed(u)) & exists t. (Machine(t) &	n	"End of input found.  Expression expected.
exists x. (Machine(x) & Removed(x)) & exists y. (Machine(y) & Removed(y)) & exists z. (Machine(z) & Removed(z)) & exists w. (Machine(w) & Removed(w)) & exists v. (Machine(v) & Removed(v)) & exists u. (Machine(u) & Removed(u)) & exists t. (Machine(t) &
                                                                                                                                                                                                                                                           ^"
29	Two out of ten machines are missing. ## They were all here yesterday.	exists x. (Machine(x) & Missing(x)) & exists y. (Machine(y) & Missing(y)) & exists z. (Machine(z) & Missing(z)) & exists w. (Machine(w) & Missing(w)) & exists v. (Machine(v) & Missing(v)) & exists u. (Machine(u) & Missing(u)) & exists t. (Machine(t) & ## all x. (Person(x) -> exists y. (Yesterday(y) & Here(x, y)))	Ten machines were here yesterday.	exists x. (Machine(x) & Here(x, yest) & Machine(x) & Yesterday(yest))	e	"End of input found.  Expression expected.
exists x. (Machine(x) & Missing(x)) & exists y. (Machine(y) & Missing(y)) & exists z. (Machine(z) & Missing(z)) & exists w. (Machine(w) & Missing(w)) & exists v. (Machine(v) & Missing(v)) & exists u. (Machine(u) & Missing(u)) & exists t. (Machine(t) &
                                                                                                                                                                                                                                                           ^"
30	John and his colleagues went to a meeting. ## They hated it.	all x.all y. (John(x) & Colleague(y) -> WentToMeeting(x, y)) ## all x. (Hated(x) ↔ (They(x) & Hated(x)))	John's colleagues hated the meeting.	all x. (Colleague(x) & Meeting(m) & Attended(x, m) -> Hated(x, m))	e	"Unexpected token: '↔'.  Expected token ')'.
all x. (Hated(x) ↔ (They(x) & Hated(x)))
                 ^"
31	John and his colleagues went to a meeting. ## They hated it.	all x.all y. (John(x) & Colleague(y) -> WentToMeeting(x, y)) ## all x. (Hated(x) ↔ (They(x) & Hated(x)))	John hated the meeting.	Hated(john, meeting)	e	"Unexpected token: '↔'.  Expected token ')'.
all x. (Hated(x) ↔ (They(x) & Hated(x)))
                 ^"
32	John and his colleagues went to a meeting. ## They hated it.	all x.all y. (John(x) & Colleague(y) -> WentToMeeting(x, y)) ## all x. (Hated(x) ↔ (They(x) & Hated(x)))	John hated the meeting.	Hated(john, meeting)	n	"Unexpected token: '↔'.  Expected token ')'.
all x. (Hated(x) ↔ (They(x) & Hated(x)))
                 ^"
33	Each department has a dedicated line. ## They rent them from BT.	all x. (Department(x) -> HasDedicatedLine(x)) ## all x.all y. (RentFrom(x, y) ↔ (Rent(x, y) & From(y, BT)))	Every department rents a line from BT.	all x. (Department(x) -> RentsLineFromBT(x))	e	"Unexpected token: '↔'.  Expected token ')'.
all x.all y. (RentFrom(x, y) ↔ (Rent(x, y) & From(y, BT)))
                             ^"
34	There are 100 companies. ## ICM is one of the companies and owns 150 computers. ## It does not have service contracts for any of its computers. ## Each of the other 99 companies owns one computer. ## They have service contracts for them.	exists x. (Company(x) & NumberOfCompanies(x, 100)) ## all x. (ICM(x) -> (Company(x) & OwnsComputers(x, 150))) ## all x. (Computer(x) -> not HasServiceContracts(x)) ## all x. (OtherCompany(x) & ≠ 100 & ≠ 0 & ≠ 1 -> OwnsOneComputer(x)) ## exists z500. all x. ((Service(x, z500) & Contract(z500)) -> Have(x))	Most companies that own a computer have a service contract for it.	exists z500. all x. (Company(x) & (Owns(x, z500) & Computer(z500)) -> HasServiceContract(x))	e	"Unexpected token: '100'.  Expected token ')'.
all x. (OtherCompany(x) & ≠ 100 & ≠ 0 & ≠ 1 -> OwnsOneComputer(x))
                            ^"
35	Every report has a cover page. ## R-95-103 is a report. ## Smith signed the cover page.	all x. (Report(x) -> HasCoverPage(x)) ## all x. (Report(x) ↔ R_95_103(x)) ## SignedCoverPage(Smith)	Smith signed the cover page of R-95-103.	SignedCoverPage(smith, r95103)	e	"Unexpected token: '↔'.  Expected token ')'.
all x. (Report(x) ↔ R_95_103(x))
                  ^"
36	John said Bill had hurt himself.	Said(john, Bill, hurt)	Someone said John had been hurt.	exists x. (Person(x) & Said(x, John) & Hurt(x, John))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Said/3, Said/2.


Fatal error:  The following symbols are used with multiple arities: Said/3, Said/2"
37	John went to Paris by car, and Bill by train.	all x. all y. (John(x) & Paris(y) -> WentByCar(x, y)) & (Bill(x) & Train(y) -> WentByTrain(x, y))	Bill went to Paris by train.	WentToParisByTrain(Bill)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Bill/1, Bill/0.


Fatal error:  The following symbols are used with multiple arities: Bill/1, Bill/0"
38	John went to Paris by car, and Bill by train to Berlin.	all x.all y. (John(x) & Bill(y) -> (WentToParisByCar(x) & WentToBerlinByTrain(y)))	Bill went to Berlin by train.	WentTo(Bill, Berlin, Train)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Bill/1, Bill/0.


Fatal error:  The following symbols are used with multiple arities: Bill/1, Bill/0"
39	John went to Paris by car, and Bill to Berlin.	all x. all y. (John(x) & Paris(y) -> WentByCar(x, y)) & (Bill(x) & Berlin(y) -> WentByCar(x, y))	Bill went to Berlin by car.	WentTo(Bill, Berlin, Car)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Berlin/1, Berlin/0, Bill/1, Bill/0.


Fatal error:  The following symbols are used with multiple arities: Berlin/1, Berlin/0, Bill/1, Bill/0"
40	John went to Paris by car. ## Bill by train.	WentToParisByCar(john) ## all x. (Train(x) -> Bill(x))	Bill went to Paris by train.	WentToParisByTrain(Bill)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Bill/1, Bill/0.


Fatal error:  The following symbols are used with multiple arities: Bill/1, Bill/0"
41	John owns a red car. ## Bill owns a fast one.	Owns(john, redCar) ## exists z500. exists x. ((Fast(x, z500) & One(z500)) & Owns(Bill, x))	Bill owns a fast car.	exists x. (Car(x) & Fast(x) & Owns(bill, x))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Fast/2, Fast/1.


Fatal error:  The following symbols are used with multiple arities: Fast/2, Fast/1"
42	John owns a red car. ## Bill owns a fast one.	Owns(john, redCar) ## exists z500. exists x. ((Fast(x, z500) & One(z500)) & Owns(Bill, x))	Bill owns a fast red car.	exists x. (Car(x) & Owns(bill, x) & Fast(x) & Red(x))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Fast/2, Fast/1.


Fatal error:  The following symbols are used with multiple arities: Fast/2, Fast/1"
43	John owns a red car. ## Bill owns a fast one.	Owns(john, redCar) ## exists z500. exists x. ((Fast(x, z500) & One(z500)) & Owns(Bill, x))	Bill owns a fast red car.	exists x. (Car(x) & Owns(bill, x) & Fast(x) & Red(x))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Fast/2, Fast/1.


Fatal error:  The following symbols are used with multiple arities: Fast/2, Fast/1"
44	John owns a fast red car. ## Bill owns a slow one.	Owns(john, fastRedCar) ## exists z500. exists x. (Person(x) & (Slow(x, z500) & One(z500)))	Bill owns a slow red car.	exists x. (Car(x) & Owns(bill, x) & Slow(x) & Red(x))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Slow/2, Slow/1.


Fatal error:  The following symbols are used with multiple arities: Slow/2, Slow/1"
45	John said Mary wrote a report, and Bill did too.	all x. all y. all z. (John(x) & Mary(y) & Bill(z) -> (Said(x, y) & Said(x, z)))	Bill said Mary wrote a report.	Said(Bill, Mary, WroteReport)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Said/2, Said/3, Mary/1, Mary/0, Bill/1, Bill/0.


Fatal error:  The following symbols are used with multiple arities: Said/2, Said/3, Mary/1, Mary/0, Bill/1, Bill/0"
46	John said Mary wrote a report, and Bill did too.	all x. all y. all z. (John(x) & Mary(y) & Bill(z) -> (Said(x, y) & Said(x, z)))	John said Bill wrote a report.	Said(john, bill, wroteReport)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Said/2, Said/3.


Fatal error:  The following symbols are used with multiple arities: Said/2, Said/3"
47	John said that Mary wrote a report, and that Bill did too.	all x. all y. all z. (John(x) & Mary(y) & Bill(z) -> (Said(x, y, Report) & Said(x, z, Report)))	Bill said Mary wrote a report.	Said(Bill, Mary, WroteReport)	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Mary/1, Mary/0, Bill/1, Bill/0.


Fatal error:  The following symbols are used with multiple arities: Mary/1, Mary/0, Bill/1, Bill/0"
48	Smith represents his company and so does Jones.	all x.all y. (Smith(x) & Company(y) -> Represents(x, y)) & (Jones(x) & Company(y) -> Represents(x, y))	Jones represents Jones' company.	Represents(Jones, JonesCompany)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Jones/1, Jones/0.


Fatal error:  The following symbols are used with multiple arities: Jones/1, Jones/0"
49	Smith represents his company and so does Jones.	all x.all y. (Smith(x) & Company(y) -> Represents(x, y)) & (Jones(x) & Company(y) -> Represents(x, y))	Jones represents Smith's company.	Represents(Jones, Smith) & Represents(Jones, Company)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Company/1, Company/0, Smith/1, Smith/0, Jones/1, Jones/0.


Fatal error:  The following symbols are used with multiple arities: Company/1, Company/0, Smith/1, Smith/0, Jones/1, Jones/0"
50	Smith represents his company and so does Jones.	all x.all y. (Smith(x) & Company(y) -> Represents(x, y)) & (Jones(x) & Company(y) -> Represents(x, y))	Smith represents Jones' company.	Represents(Smith, Jones)	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Jones/1, Jones/0, Smith/1, Smith/0.


Fatal error:  The following symbols are used with multiple arities: Jones/1, Jones/0, Smith/1, Smith/0"
51	John is a man and Mary is a woman. ## John represents his company and so does Mary.	all x. all y. (Man(x) & Woman(y) -> (John(x) & Mary(y))) ## exists z500. all x.all y. (John(x) & Mary(y) -> ((Represents(x, z500) & Company(z500)) & RepresentsCompany(y)))	Mary represents John's company.	Represents(Mary, John) & Represents(Mary, Company)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Company/1, Company/0, John/1, John/0, Mary/1, Mary/0.


Fatal error:  The following symbols are used with multiple arities: Company/1, Company/0, John/1, John/0, Mary/1, Mary/0"
52	Bill suggested to Frank's boss that they should go to the meeting together, and Carl to Alan's wife.	all x.all y.all z. (Bill(x) & Frank(y) & Alan(z) -> (SuggestedTo(x, y, z) & not SuggestedTo(x, z, y)))	If it was suggested that Bill and Frank should go together, it was suggested that Carl and Alan's wife should go together.	all x. all y. all z. all w. (Suggested(x, y, z) & Suggested(y, w) -> (Bill(x) & Frank(y) & Carl(z) & Alan(w)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Suggested/2, Suggested/3.


Fatal error:  The following symbols are used with multiple arities: Suggested/2, Suggested/3"
53	Bill suggested to Frank's boss that they should go to the meeting together, and Carl to Alan's wife.	all x.all y.all z. (Bill(x) & Frank(y) & Alan(z) -> (SuggestedTo(x, y, z) & not SuggestedTo(x, z, y)))	If it was suggested that Bill and Frank's boss should go together, it was suggested that Carl and Alan should go together.	all x. all y. all z. all w. (Suggested(x, y, z) & Boss(y) & Bill(x) & Frank(y) -> Suggested(w, z, Alan) & Carl(w) & Boss(z))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Alan/1, Alan/0.


Fatal error:  The following symbols are used with multiple arities: Alan/1, Alan/0"
54	Bill suggested to Frank's boss that they should go to the meeting together, and Carl to Alan's wife.	all x.all y.all z. (Bill(x) & Frank(y) & Alan(z) -> (SuggestedTo(x, y, z) & not SuggestedTo(x, z, y)))	If it was suggested that Bill, Frank and Frank's boss should go together, it was suggested that Carl, Alan and Alan's wife should go together.	exists z500. all x. all y. all z. (Suggested(x, y, z) & Bill(x) & Frank(y) & (Frank(z, z500) & Boss(z500)) -> Suggested(Carl, Alan, AlanWife))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Frank/2, Frank/1, Alan/1, Alan/0.


Fatal error:  The following symbols are used with multiple arities: Frank/2, Frank/1, Alan/1, Alan/0"
55	Mickey is a small animal. ## Dumbo is a large animal.	all x. (Animal(x) & Small(x) -> Mickey(x)) ## exists z500. (Large(dumbo, z500) & Animal(z500))	Mickey is smaller than Dumbo.	Smaller(Mickey, Dumbo)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Mickey/1, Mickey/0.


Fatal error:  The following symbols are used with multiple arities: Mickey/1, Mickey/0"
56	Mickey is a small animal. ## Dumbo is a large animal.	all x. (Animal(x) & Small(x) -> Mickey(x)) ## exists z500. (Large(dumbo, z500) & Animal(z500))	Mickey is larger than Dumbo.	Larger(Mickey, Dumbo)	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Mickey/1, Mickey/0.


Fatal error:  The following symbols are used with multiple arities: Mickey/1, Mickey/0"
57	All mice are small animals. ## Mickey is a large mouse.	exists z500. all x. (Mouse(x) -> (Small(x, z500) & Animal(z500))) ## exists z500. (Large(mickey, z500) & Mouse(z500))	Mickey is small.	all x. (Mouse(x) -> Small(x))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Small/2, Small/1.


Fatal error:  The following symbols are used with multiple arities: Small/2, Small/1"
