	nl_ps	fol_ps	nl_h	fol_h	label	exception
10	There is no man playing a guitar on stage	exists z500. exists z500. not exists x. (Man(x) & (Playing(x, z500) & Guitar(z500)) & (On(x, z500) & Stage(z500)))	Several children are lying down and are raising their knees	exists z500. exists z500. exists x. exists y. exists z. (Child(x) & Child(y) & Child(z) & (Lying(x, z500) & Down(z500)) & LyingDown(y) & LyingDown(z) & (Raising(x, z500) & Knees(z500)) & RaisingKnees(y) & RaisingKnees(z))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Knees/2, Knees/1.


Fatal error:  The following symbols are used with multiple arities: Knees/2, Knees/1"
11	A nude lady is walking in front of a crowd in body paint	exists z500. all x.all y. ((Nude(x, z500) & Lady(z500)) & Crowd(y) -> WalkingInFrontOf(x, y))	A topless girl is covered in paint	exists z500. all x. ((Topless(x, z500) & Girl(z500)) -> CoveredInPaint(x))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Topless/1, Topless/2.


Fatal error:  The following symbols are used with multiple arities: Topless/1, Topless/2"
12	A group of people is near the ocean	exists z500. exists x. (Group(x) & (Near(x, z500) & Ocean(z500)))	A crowd of people is far from the water	exists z500. all x. (Crowd(x) -> not (Near(x, z500) & Water(z500)))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Water/1, Water/0.


Fatal error:  The following symbols are used with multiple arities: Water/1, Water/0"
13	A group of people is on a beach	exists x. (Group(x) & People(x) & On(x, beach))	Four people are walking on the beach	exists x. exists y. exists z. exists w. (Person(x) & Person(y) & Person(z) & Person(w) & WalkingOnBeach(x) & WalkingOnBeach(y) & WalkingOnBeach(z) & WalkingOnBeach(w))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: WalkingOnBeach/3, WalkingOnBeach/1.


Fatal error:  The following symbols are used with multiple arities: WalkingOnBeach/3, WalkingOnBeach/1"
14	A dog is chasing another and is holding a stick in its mouth	exists z500. exists x.exists y. (Dog(x) & Dog(y) & Chasing(x, y) & (Holding(x, z500) & Stick(z500)))	A soccer ball is rolling into a goal net	exists z500. exists z500. all x.all y. ((Soccer(x, z500) & Ball(z500)) & (Goal(y, z500) & Net(z500)) -> RollingInto(x, y))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: RollingInto/3, RollingInto/2, Goal/1, Goal/2.


Fatal error:  The following symbols are used with multiple arities: RollingInto/3, RollingInto/2, Goal/1, Goal/2"
15	A soccer ball is not rolling into a goal net	exists z500. all x. ((Soccer(x, z500) & Ball(z500)) -> not RollingIntoGoalNet(x))	A soccer ball is rolling into a goal net	exists z500. exists z500. all x.all y. ((Soccer(x, z500) & Ball(z500)) & (Goal(y, z500) & Net(z500)) -> RollingInto(x, y))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Soccer/1, Soccer/2.


Fatal error:  The following symbols are used with multiple arities: Soccer/1, Soccer/2"
16	A soccer ball is not rolling into a goal net	exists z500. all x. ((Soccer(x, z500) & Ball(z500)) -> not RollingIntoGoalNet(x))	A soccer player is kicking a ball out of the goal	exists z500. all x.all y.all z. ((Soccer(x, z500) & Player(z500)) & Ball(y) & Goal(z) -> KickingOutOf(x, y, z))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Goal/2, Goal/1.


Fatal error:  The following symbols are used with multiple arities: Goal/2, Goal/1"
17	A soccer ball is not rolling into a goal net	exists z500. all x. ((Soccer(x, z500) & Ball(z500)) -> not RollingIntoGoalNet(x))	A soccer player is kicking a ball into the goal	exists z500. all x.all y.all z. ((Soccer(x, z500) & Player(z500)) & Ball(y) & Goal(z) -> KicksInto(x, y, z))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Goal/2, Goal/1.


Fatal error:  The following symbols are used with multiple arities: Goal/2, Goal/1"
18	There is no man standing near the water and holding fishing poles	not exists x. (Man(x) & StandingNearWater(x) & HoldingFishingPoles(x))	The helmeted girl is perching on a bike	exists z500. all x.all y. ((Helmeted(x, z500) & Girl(z500)) & Bike(y) -> PerchingOn(x, y))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Helmeted/1, Helmeted/2.


Fatal error:  The following symbols are used with multiple arities: Helmeted/1, Helmeted/2"
19	A woman is performing a trick on a ramp with a bicycle	all x.all y.all z. (Woman(x) & Trick(y) & Ramp(z) & Bicycle(x) -> PerformsOn(x, y, z))	A blond girl is riding the waves	exists z500. exists x. (Girl(x) & Blond(x) & (Riding(x, z500) & Waves(z500)))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Blond/2, Blond/1.


Fatal error:  The following symbols are used with multiple arities: Blond/2, Blond/1"
20	A lady is surfing and riding a wave	exists z500. all x. (Lady(x) -> (Surfing(x) & (Riding(x, z500) & Wave(z500))))	A lady is surfing and riding a wave	exists z500. all x. (Lady(x) -> (Surfing(x) & (Riding(x, z500) & Wave(z500))))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Riding/1, Riding/2.


Fatal error:  The following symbols are used with multiple arities: Riding/1, Riding/2"
21	A boy is holding a squirt gun	exists z500. exists x. (Boy(x) & exists y. ((Squirt(y, z500) & Gun(z500)) & Holding(x, y)))	A child with a gun that sprays water is laughing and getting hit by other boys	exists z500. exists z500. all x. (Child(x) & (Has(x, z500) & Gun(z500)) & (Sprays(x, z500) & Water(z500)) -> (Laughing(x) & GettingHitByBoys(x)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Laughing/2, Laughing/1.


Fatal error:  The following symbols are used with multiple arities: Laughing/2, Laughing/1"
22	A man wearing a dyed black shirt is sitting at the table and laughing	all x. (Man(x) & WearsDyedBlackShirt(x) -> (SittingAtTable(x) & Laughing(x)))	A man wearing a dyed black shirt is sitting at the table and laughing	all x. (Man(x) & WearsDyedBlackShirt(x) -> (SittingAtTable(x) & Laughing(x)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Laughing/2, Laughing/1.


Fatal error:  The following symbols are used with multiple arities: Laughing/2, Laughing/1"
23	A dog, which is brown, and a black one are running in the grass	all x. all y. (Dog(x) & Dog(y) & Brown(x) & Black(y) -> RunInGrass(x, y))	A dog, which is brown, and a black one are running in the grass	all x. all y. (Dog(x) & Dog(y) & Brown(x) & Black(y) -> RunInGrass(x, y))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Black/2, Black/1, Brown/2, Brown/1.


Fatal error:  The following symbols are used with multiple arities: Black/2, Black/1, Brown/2, Brown/1"
24	There is no dog running in the grass	not exists x. (Dog(x) & RunningInGrass(x))	A black man is running in brown grass and racing a dog	exists z500. exists z500. all x.all y.all z. ((Black(x, z500) & Man(z500)) & (Brown(y, z500) & Grass(z500)) & Dog(z) -> (RunsIn(x, y) & Races(x, z)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Brown/1, Brown/2, Black/1, Black/2.


Fatal error:  The following symbols are used with multiple arities: Brown/1, Brown/2, Black/1, Black/2"
25	The children are playing in front of a large door	all x.all y. (Child(x) & Door(y) -> PlayingInFrontOf(x, y))	A woman is taking off a cloak, which is very large, and revealing extravagant apparel	exists z500. all x.all y. (Woman(x) & Cloak(y) & (Very(y, z500) & Large(z500)) -> TakesOffAndRevealsExtravagantApparel(x, y))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Woman/1, Woman/0.


Fatal error:  The following symbols are used with multiple arities: Woman/1, Woman/0"
26	The children are playing in front of a large door	all x.all y. (Child(x) & Door(y) -> PlayingInFrontOf(x, y))	A black, red, white and pink dress is being worn by a woman	exists x. (Dress(x) & Black(x) & Red(x) & White(x) & Pink(x) & WornBy(x, Woman))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Woman/1, Woman/0.


Fatal error:  The following symbols are used with multiple arities: Woman/1, Woman/0"
27	A teenage girl is storing away beads that are red	exists z500. all x. ((Teenage(x, z500) & Girl(z500)) -> StoresAwayBeads(x, red))	A lady of young age, with light brown hair, is wearing a red necklace, a sweatshirt and earrings and is smiling	exists z500. exists z500. exists z500. all x. (Lady(x) & (Young(x, z500) & Age(z500)) & LightBrownHair(x) & WearingRedNecklace(x) & (Wearing(x, z500) & Sweatshirt(z500)) & (Wearing(x, z500) & Earrings(z500)) & Smiling(x) -> LadyOf(Young(x, z500) & Age(z500)))	e	"Unexpected token: '&'.  Expected token ')'.
exists z500. exists z500. exists z500. all x. (Lady(x) & (Young(x, z500) & Age(z500)) & LightBrownHair(x) & WearingRedNecklace(x) & (Wearing(x, z500) & Sweatshirt(z500)) & (Wearing(x, z500) & Earrings(z500)) & Smiling(x) -> LadyOf(Young(x, z500) & Age(z500)))
                                                                                                                                                                                                                                                      ^"
28	A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling	exists z500. exists z500. exists z500. all x. ((Young(x, z500) & Lady(z500)) & LightBrownHair(x) -> (WearingRedNecklace(x) & (Wearing(x, z500) & Sweatshirt(z500)) & (Wearing(x, z500) & Earrings(z500)) & Smiling(x)))	A teenage girl is wearing beads that are red	exists z500. exists x. ((Teenage(x, z500) & Girl(z500)) & Wearing(x, redBeads))	n	"Unexpected token: '&'.  Expected token ')'.
exists z500. exists z500. exists z500. all x. (Lady(x) & (Young(x, z500) & Age(z500)) & LightBrownHair(x) & WearingRedNecklace(x) & (Wearing(x, z500) & Sweatshirt(z500)) & (Wearing(x, z500) & Earrings(z500)) & Smiling(x) -> LadyOf(Young(x, z500) & Age(z500)))
                                                                                                                                                                                                                                                      ^"
29	One man is climbing a cliff with a rope	exists x. exists y. exists z. (Man(x) & Cliff(y) & Rope(z) & Climbing(x, y, z))	One man is climbing the cliff with a rope	exists z500. exists x. (Man(x) & Climbing(x, cliff) & (Uses(x, z500) & Rope(z500)))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Climbing/3, Climbing/2.


Fatal error:  The following symbols are used with multiple arities: Climbing/3, Climbing/2"
30	A dog, which is black, and a white one are staring at each other in the street	all x.all y. (Dog(x) & Dog(y) & Black(x) & White(y) -> StaringAtEachOther(x, y))	One white dog is staring at the black street	exists z500. exists x. ((White(x, z500) & Dog(z500)) & StaringAt(x, BlackStreet))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: White/1, White/2.


Fatal error:  The following symbols are used with multiple arities: White/1, White/2"
31	A dog which is furry and black is in a back yard and is carrying a basket in its mouth	exists z500. all x. (Dog(x) & Furry(x) & Black(x) -> (InBackYard(x) & (Carrying(x, z500) & Basket(z500))))	Two large persons are sitting on a park bench and they have a bottle of soda between them	exists z500. exists z500. exists x. exists y. exists z. ((Large(x, z500) & Person(z500)) & LargePerson(y) & (Park(z, z500) & Bench(z500)) & SittingOn(x, z) & SittingOn(y, z) & BottleOfSoda(z))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: BottleOfSoda/2, BottleOfSoda/1.


Fatal error:  The following symbols are used with multiple arities: BottleOfSoda/2, BottleOfSoda/1"
32	A man with a camera is studying the subject	exists z500. all x.all y. (Man(x) & Camera(y) & Carries(x, y) -> (Studies(x, z500) & Subject(z500)))	The study subject is a camera man	exists z500. exists z500. all x. ((Study(x, z500) & Subject(z500)) -> (Camera(x, z500) & Man(z500)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Camera/1, Camera/2.


Fatal error:  The following symbols are used with multiple arities: Camera/1, Camera/2"
33	The man in the purple hat is operating a camera that makes videos	exists z500. exists z500. all x.all y. (Man(x) & (Purple(x, z500) & Hat(z500)) & Camera(y) & Operates(x, y) -> (Makes(y, z500) & Videos(z500)))	The man in the purple hat is operating a camera that makes videos	exists z500. exists z500. all x.all y. (Man(x) & (Purple(x, z500) & Hat(z500)) & Camera(y) & Operates(x, y) -> (Makes(y, z500) & Videos(z500)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Camera/2, Camera/1.


Fatal error:  The following symbols are used with multiple arities: Camera/2, Camera/1"
34	The bride and the groom are arriving after the wedding	ArrivingAfterWedding(bride, groom)	A married couple is walking down the aisle	exists x.exists y. (MarriedCouple(x, y) & WalkingDownAisle(x, y))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: MarriedCouple/1, MarriedCouple/2.


Fatal error:  The following symbols are used with multiple arities: MarriedCouple/1, MarriedCouple/2"
35	Two people are in the snow, wearing clothes that provide camouflage	exists z500. exists x. exists y. (Person(x) & Person(y) & (In(x, z500) & Snow(z500)) & InSnow(y) & WearingCamouflageClothes(x) & WearingCamouflageClothes(y))	A girl from Asia, in front of a brick window, looks surprised	exists z500. all x.all y.all z. (Girl(x) & Asia(x) & (Brick(y, z500) & Window(z500)) & InFrontOf(x, y) & Window(z) & Brick(z) -> LooksSurprised(x, z))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Brick/1, Brick/2.


Fatal error:  The following symbols are used with multiple arities: Brick/1, Brick/2"
36	A man with equipment used for climbing is hanging from a white, vertical rock.	all x. (Man(x) & UsesClimbingEquipment(x) -> HangingFromWhiteVerticalRock(x))	A black person in white is joyfully running with the dog on the grass	exists z500. exists z500. all x.all y.all z. ((Black(x, z500) & Person(z500)) & White(y) & Dog(z) & (On(y, z500) & Grass(z500)) -> JoyfullyRunsWith(x, y, z))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Black/1, Black/2.


Fatal error:  The following symbols are used with multiple arities: Black/1, Black/2"
37	A man with equipment used for climbing is hanging from a white, vertical rock.	all x. (Man(x) & UsesClimbingEquipment(x) -> HangingFromWhiteVerticalRock(x))	One white dog and one black one are running side by side on the grass	exists z500. exists z500. exists x.exists y. ((White(x, z500) & Dog(z500)) & (Black(y, z500) & Dog(z500)) & RunningOnGrass(x) & RunningOnGrass(y))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Black/1, Black/2, White/1, White/2.


Fatal error:  The following symbols are used with multiple arities: Black/1, Black/2, White/1, White/2"
38	One white dog and one black one are sitting side by side on the grass	exists x.exists y. (Dog(x) & Dog(y) & White(x) & Black(y) & SittingSideBySide(x, y, Grass))	One white dog and one black one are running side by side on the grass	exists z500. exists z500. exists x.exists y. ((White(x, z500) & Dog(z500)) & (Black(y, z500) & Dog(z500)) & RunningOnGrass(x) & RunningOnGrass(y))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: White/1, White/2.


Fatal error:  The following symbols are used with multiple arities: White/1, White/2"
39	A man in a blue jumpsuit is courageously performing a wheelie on a motorcycle	all x. (Man(x) & WearsBlueJumpsuit(x) -> PerformsWheelieOnMotorcycle(x))	The man is doing a wheelie with a motorcycle on ground which is mostly barren	all x.all y.all z. (Man(x) & Motorcycle(y) & Ground(z) & Wheelie(x, y, z) -> (Barren(z)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Wheelie/1, Wheelie/3.


Fatal error:  The following symbols are used with multiple arities: Wheelie/1, Wheelie/3"
40	A man in a blue jumpsuit is courageously performing a wheelie on a motorcycle	all x. (Man(x) & WearsBlueJumpsuit(x) -> PerformsWheelieOnMotorcycle(x))	A courageous performer is doing a wheelie with a motorcycle over a man in a blue jumpsuit	exists z500. all x.all y.all z. (Performer(x) & Motorcycle(y) & Man(z) & Wheelie(x, y) & Over(x, z) & (Blue(z, z500) & Jumpsuit(z500)) -> Courageous(x))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Wheelie/3, Wheelie/2.


Fatal error:  The following symbols are used with multiple arities: Wheelie/3, Wheelie/2"
41	Two toddlers are sleeping in a wagon, which is really small	exists x. exists y. exists z. (Toddler(x) & Toddler(y) & Wagon(z) & SleepingIn(x, z) & SleepingIn(y, z) & Small(z))	Two toddlers are eating corndogs in a wagon, which is really small	exists x. exists y. exists z. (Toddler(x) & Toddler(y) & Corndog(z) & Eating(x, z) & Eating(y, z) & Wagon(w) & Small(w))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Small/2, Small/1, Eating/1, Eating/2.


Fatal error:  The following symbols are used with multiple arities: Small/2, Small/1, Eating/1, Eating/2"
42	A man in a shirt dyed purple is looking at a man in a black shirt who is doing a funny face	exists z500. all x. all y. all z. (Man(x) & Shirt(y) & Purple(y) & Man(z) & (Black(z, z500) & Shirt(z500)) -> (LookingAt(x, z) & DoingFunnyFace(z)))	A man in a shirt dyed purple is looking at a man in a black shirt who is doing a funny face	exists z500. all x. all y. all z. (Man(x) & Shirt(y) & Purple(y) & Man(z) & (Black(z, z500) & Shirt(z500)) -> (LookingAt(x, z) & DoingFunnyFace(z)))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Black/1, Black/2.


Fatal error:  The following symbols are used with multiple arities: Black/1, Black/2"
43	A man in a shirt dyed purple is looking at a man in a black shirt who is doing a funny face	exists z500. all x. all y. all z. (Man(x) & Shirt(y) & Purple(y) & Man(z) & (Black(z, z500) & Shirt(z500)) -> (LookingAt(x, z) & DoingFunnyFace(z)))	A man in a purple shirt is dying another shirt black, which has a man looking at a dog doing a funny face painted on it.	exists z500. exists z500. all x. all y. all z. (Man(x) & (Purple(x, z500) & Shirt(z500)) & Shirt(y) & Black(y) & Man(z) & Dog(z) & (Funny(z, z500) & Face(z500)) -> (Dying(x, y) & LookingAt(z, x)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Black/2, Black/1, Purple/1, Purple/2.


Fatal error:  The following symbols are used with multiple arities: Black/2, Black/1, Purple/1, Purple/2"
44	The Jockeys are racing horses on the field, which is completely green	all x.all y.all z. (Jockey(x) & Horse(y) & Field(z) -> (RacesOn(x, y, z) & Green(z)))	The Jockeys are racing horses on the field, which is completely green	all x.all y.all z. (Jockey(x) & Horse(y) & Field(z) -> (RacesOn(x, y, z) & Green(z)))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Green/2, Green/1.


Fatal error:  The following symbols are used with multiple arities: Green/2, Green/1"
45	The Jockeys are racing horses on the field, which is completely green	all x.all y.all z. (Jockey(x) & Horse(y) & Field(z) -> (RacesOn(x, y, z) & Green(z)))	The Jockeys are racing horses on the field, which is completely green	all x.all y.all z. (Jockey(x) & Horse(y) & Field(z) -> (RacesOn(x, y, z) & Green(z)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Green/2, Green/1.


Fatal error:  The following symbols are used with multiple arities: Green/2, Green/1"
46	The Jockeys are racing horses on the field, which is completely green	all x.all y.all z. (Jockey(x) & Horse(y) & Field(z) -> (RacesOn(x, y, z) & Green(z)))	The Jockeys are slowing down their horses on the field, which is completely green	all x.all y.all z. (Jockey(x) & Horse(y) & Field(z) & SlowsDownOn(x, y, z) -> (Green(z)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Green/2, Green/1.


Fatal error:  The following symbols are used with multiple arities: Green/2, Green/1"
47	A person is riding a motorbike in the event related to motocross	exists z500. all x.all y. (Person(x) & Motorbike(y) & (Motocross(z, z500) & Event(z500)) -> RidingIn(x, y, z))	A person is riding a motorbike in the event related to motocross	exists z500. all x.all y. (Person(x) & Motorbike(y) & (Motocross(z, z500) & Event(z500)) -> RidingIn(x, y, z))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Motorbike/2, Motorbike/1.


Fatal error:  The following symbols are used with multiple arities: Motorbike/2, Motorbike/1"
48	A dog of large size is running on the grass with a tennis ball in its mouth	exists z500. exists z500. all x. (Dog(x) & (Large(x, z500) & Size(z500)) -> exists y. (Grass(y) & RunningOn(x, y) & exists z. ((Tennis(z, z500) & Ball(z500)) & InMouth(x, z))))	A large dog is running on the grass with a tennis ball in its mouth	exists z500. exists z500. all x. ((Large(x, z500) & Dog(z500)) -> (exists y. (Grass(y) & RunningOn(x, y)) & exists z. ((Tennis(z, z500) & Ball(z500)) & HasInMouth(x, z))))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Large/1, Large/2.


Fatal error:  The following symbols are used with multiple arities: Large/1, Large/2"
49	A dog, which is large and gray, is carrying a ball in its mouth and running across the grass	exists z500. all x. (Dog(x) & Large(x) & Gray(x) -> ((Carrying(x, z500) & Ball(z500)) & RunningAcrossGrass(x)))	A dog, which is large and gray, is difficultly carrying a ball in its mouth and running across the grass	all x. (Dog(x) & Large(x) & Gray(x) -> (CarriesBallInMouth(x) & RunsAcrossGrass(x)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Large/2, Large/1.


Fatal error:  The following symbols are used with multiple arities: Large/2, Large/1"
50	A large, gray ball is hitting a running dog, which is carrying some grass in its mouth	exists z500. exists x. exists y. exists z. (LargeGrayBall(x) & Dog(y) & Running(y) & (Carrying(y, z500) & Grass(z500)) & Grass(z) & InMouth(y, z))	A dog of large size is running on the grass with a tennis ball in its mouth	exists z500. exists z500. all x. (Dog(x) & (Large(x, z500) & Size(z500)) -> exists y. (Grass(y) & RunningOn(x, y) & exists z. ((Tennis(z, z500) & Ball(z500)) & InMouth(x, z))))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Large/1, Large/2.


Fatal error:  The following symbols are used with multiple arities: Large/1, Large/2"
51	A large tennis ball is being used to teach a dog to run in the grass and catch it with its mouth	all x.all y. (LargeTennisBall(x) & Dog(y) -> TeachesToRunInGrassAndCatch(x, y))	A large dog is running on the grass with a tennis ball in its mouth	exists z500. exists z500. all x. ((Large(x, z500) & Dog(z500)) -> (exists y. (Grass(y) & RunningOn(x, y)) & exists z. ((Tennis(z, z500) & Ball(z500)) & HasInMouth(x, z))))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Large/1, Large/2.


Fatal error:  The following symbols are used with multiple arities: Large/1, Large/2"
