	nl_ps	fol_ps	nl_h	fol_h	label	exception
10	A group of people is near the ocean	exists x. (Group(x) & Near(x) & Ocean(x))	A crowd of people is near the water	exists x. (Crowd(x) & Near(x, Water))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Near/1, Near/2.


Fatal error:  The following symbols are used with multiple arities: Near/1, Near/2"
11	A crowd of people is near the water	exists x. (Crowd(x) & Near(x, Water))	A crowd of people is far from the water	exists x. (Crowd(x) & not Near(x) & Water(x))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Near/2, Near/1, Water/1, Water/0.


Fatal error:  The following symbols are used with multiple arities: Near/2, Near/1, Water/1, Water/0"
12	A group of mothers in uniforms is standing near the children and one is kissing the gate	exists x.exists y.exists z. (Mother(x) & Group(y) & Uniform(x) & Child(z) & (StandingNear(y, z) & Kissing(x) & Gate(x)))	A group of children in uniforms is standing at a gate and one is kissing the mother	exists x.exists y.exists z. (GroupOfChildren(x) & Uniforms(x) & Gate(y) & Mother(z) & (StandingAt(x, y) & Kissing(x, z)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Kissing/1, Kissing/2.


Fatal error:  The following symbols are used with multiple arities: Kissing/1, Kissing/2"
13	A group of people is on a beach	exists x. (Group(x) & People(x) & On(x, beach))	A group of people is on a mountain	exists x.exists y. (Group(x) & Mountain(y) & On(x, y))	n	"'beach' is an illegal variable name.  Constants may not be quantified.
all x. all beach. (On(x, beach) -> On(x, beach))
           ^"
14	A man, a woman and two girls are walking on the beach	exists x. exists y. exists z. (Man(x) & Woman(y) & Girl(z) & WalkingOnBeach(x, y, z))	Four people are walking on the beach	exists x. exists y. exists z. exists w. (Person(x) & Person(y) & Person(z) & Person(w) & WalkingOnBeach(x) & WalkingOnBeach(y) & WalkingOnBeach(z) & WalkingOnBeach(w))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: WalkingOnBeach/3, WalkingOnBeach/1.


Fatal error:  The following symbols are used with multiple arities: WalkingOnBeach/3, WalkingOnBeach/1"
15	A dirty soccer ball is rolling into a goal net	exists x.exists y.exists z. (DirtySoccerBall(x) & Goal(y) & Net(y) & Goal(z) & RollingInto(x, y, z))	A soccer ball is rolling into a goal net	exists x.exists y. (Soccer(x) & Ball(x) & Goal(y) & Net(y) & RollingInto(x, y))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: RollingInto/3, RollingInto/2.


Fatal error:  The following symbols are used with multiple arities: RollingInto/3, RollingInto/2"
16	A man with tattoos is lounging on a couch and holding a pencil	exists x. (Man(x) & Has(x) & Tattoos(x) & (LoungingOnCouch(x) & Holding(x) & Pencil(x)))	A tattooed man is on a sofa and is holding a pencil	exists x. (Tattooed(x) & Man(x) & (exists y. (Sofa(y) & On(x, y)) & exists z. (Pencil(z) & Holding(x, z))))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Holding/1, Holding/2.


Fatal error:  The following symbols are used with multiple arities: Holding/1, Holding/2"
17	A man is sitting near a bike and is writing a note	exists x. exists y. exists z. (Man(x) & Bike(y) & Note(z) & SittingNear(x, y) & Writing(x, z))	There is no man writing a note near a bike	not exists x. (Man(x) & Writing(x) & Note(x) & Near(x) & Bike(x))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Writing/2, Writing/1.


Fatal error:  The following symbols are used with multiple arities: Writing/2, Writing/1"
18	A man is sitting near a bike and is writing a note	exists x. exists y. exists z. (Man(x) & Bike(y) & Note(z) & SittingNear(x, y) & Writing(x, z))	A man with paint covered clothes is sitting outside in a busy area writing something	exists x. (Man(x) & PaintCoveredClothes(x) & SittingOutsideInBusyArea(x) & Writing(x) & Something(x))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Writing/2, Writing/1.


Fatal error:  The following symbols are used with multiple arities: Writing/2, Writing/1"
19	Two men with bikes are on the side of a snowy road	exists x. exists y. exists z. (Man(x) & Man(y) & Man(z) & Bike(x) & Bike(y) & Bike(z) & Snowy(x) & Road(x) & SnowyRoad(y) & SnowyRoad(z))	Two men with cars are on the side of a snowy road	exists x. exists y. (Man(x) & Man(y) & Car(x) & Car(y) & OnSideOfRoad(x, y) & Snowy(x, y))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Snowy/1, Snowy/2.


Fatal error:  The following symbols are used with multiple arities: Snowy/1, Snowy/2"
20	A black helmet is being worn by a man who is pushing a bicycle	exists x.exists y.exists z. (Black(x) & Helmet(x) & Man(y) & Bicycle(z) & Wearing(y, x) & Pushing(y, z))	One man is wearing a black helmet and pushing a bicycle	exists x. (Man(x) & WearingBlackHelmet(x) & Pushing(x) & Bicycle(x))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Pushing/2, Pushing/1.


Fatal error:  The following symbols are used with multiple arities: Pushing/2, Pushing/1"
21	A black, red, white and pink dress is being worn by a woman	exists x. (Dress(x) & Black(x) & Red(x) & White(x) & Pink(x) & WornBy(x, Woman))	A woman is taking off a cloak, which is very large, and revealing extravagant apparel	exists x.exists y. (Woman(x) & Cloak(y) & Very(y) & Large(y) & TakesOffAndRevealsExtravagantApparel(x, y))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Woman/1, Woman/0.


Fatal error:  The following symbols are used with multiple arities: Woman/1, Woman/0"
22	A woman is taking off a cloak, which is very large, and revealing an extravagant dress	exists x.exists y. (Woman(x) & Cloak(y) & Very(y) & Large(y) & (TakesOff(x, y) & RevealsExtravagantDress(x)))	A black, red, white and pink dress is being worn by a woman	exists x. (Dress(x) & Black(x) & Red(x) & White(x) & Pink(x) & WornBy(x, Woman))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Woman/1, Woman/0.


Fatal error:  The following symbols are used with multiple arities: Woman/1, Woman/0"
23	A lady of young age, with light brown hair, is wearing a red necklace, a sweatshirt and earrings and is smiling	exists x. (Lady(x) & Young(x) & Age(x) & LightBrownHair(x) & WearingRedNecklace(x) & Wearing(x) & Sweatshirt(x) & Wearing(x) & Earrings(x) & Smiling(x) & LadyOfYoung(x) & Age(x))	A teenage girl is wearing beads that are red	exists x. (Teenage(x) & Girl(x) & Wearing(x, redBeads))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Wearing/1, Wearing/2.


Fatal error:  The following symbols are used with multiple arities: Wearing/1, Wearing/2"
24	A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling	exists x. (Young(x) & Lady(x) & LightBrownHair(x) & (WearingRedNecklace(x) & Wearing(x) & Sweatshirt(x) & Wearing(x) & Earrings(x) & Smiling(x)))	The teenage girl is wearing beads that are red	exists x. (Teenage(x) & Girl(x) & Wearing(x, redBeads))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Wearing/1, Wearing/2.


Fatal error:  The following symbols are used with multiple arities: Wearing/1, Wearing/2"
25	The girl likes red and isn't wearing beads for teenagers	Likes(girl) & Red(girl) & not Wearing(girl) & Beads(girl)	A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling	exists x. (Young(x) & Lady(x) & LightBrownHair(x) & (WearingRedNecklace(x) & Wearing(x) & Sweatshirt(x) & Wearing(x) & Earrings(x) & Smiling(x)))	n	"'girl' is an illegal variable name.  Constants may not be quantified.
all girl. (Wearing(girl) -> Wearing(girl))
    ^"
26	A person is climbing a rock with a rope, which is pink	exists x.exists y.exists z. (Person(x) & Rock(y) & Rope(z) & Climbing(x, y, z) & (Pink(y)))	One man is climbing the cliff with a rope	exists x. (Man(x) & Climbing(x, cliff) & Uses(x) & Rope(x))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Climbing/3, Climbing/2.


Fatal error:  The following symbols are used with multiple arities: Climbing/3, Climbing/2"
27	Two persons of large size are sitting on a park bench and they have a bottle of soda between them	exists x. exists y. (Person(x) & Person(y) & Large(x) & Size(x) & LargeSize(y) & SittingOnParkBench(x, y) & BottleOfSoda(x, y))	Two large persons are sitting on a park bench and they have a bottle of soda between them	exists x. exists y. exists z. (Large(x) & Person(x) & LargePerson(y) & Park(z) & Bench(z) & SittingOn(x, z) & SittingOn(y, z) & BottleOfSoda(z))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: BottleOfSoda/2, BottleOfSoda/1.


Fatal error:  The following symbols are used with multiple arities: BottleOfSoda/2, BottleOfSoda/1"
28	The man with the dyed purple hat is operating a camera that makes videos	exists x. (Man(x) & HasDyedPurpleHat(x) & Operates(x) & Camera(x))	The man in the purple hat is operating a camera that makes videos	exists x.exists y. (Man(x) & Purple(x) & Hat(x) & Camera(y) & Operates(x, y) & Makes(y) & Videos(y))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Operates/1, Operates/2.


Fatal error:  The following symbols are used with multiple arities: Operates/1, Operates/2"
29	The man in the purple hat isn't operating a camera that makes videos	exists x. (Man(x) & WearsPurpleHat(x) & not Operates(x) & Camera(x))	The man in the purple hat is operating a camera that makes videos	exists x.exists y. (Man(x) & Purple(x) & Hat(x) & Camera(y) & Operates(x, y) & Makes(y) & Videos(y))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Operates/1, Operates/2.


Fatal error:  The following symbols are used with multiple arities: Operates/1, Operates/2"
30	A married couple is walking up the aisle	exists x.exists y. (Married(x) & Couple(x) & MarriedCouple(y) & WalkingUpAisle(x, y))	A married couple is walking down the aisle	exists x.exists y. (MarriedCouple(x, y) & WalkingDownAisle(x, y))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: MarriedCouple/1, MarriedCouple/2.


Fatal error:  The following symbols are used with multiple arities: MarriedCouple/1, MarriedCouple/2"
31	The girl in the blue and white uniform isn't cheering	not Cheering(girl, blueAndWhiteUniform)	The girl in the blue and white uniform is cheering	Cheering(girl, blueAndWhiteUniform)	c	"'girl' is an illegal variable name.  Constants may not be quantified.
all girl. all blueAndWhiteUniform. (Cheering(girl, blueAndWhiteUniform) -> Cheering(girl, blueAndWhiteUniform))
    ^"
32	People are on a beach full of sand by the ocean and are enjoying a sunny day	exists x. (Person(x) & (exists y. (Beach(y) & On(x, y) & FullOfSand(y) & By(x, ocean) & Enjoying(x, sunnyDay))))	People are on a beach full of sand by the ocean and are enjoying a day full of sun	exists x. (Person(x) & (exists y. (Beach(y) & FullOfSand(y) & By(x, y)) & exists z. (Ocean(z) & Near(x, z)) & exists w. (Day(w) & FullOfSun(w) & On(x, w))))	e	"'ocean' is an illegal variable name.  Constants may not be quantified.
all x. all ocean. (By(x, ocean) -> By(x, ocean))
           ^"
33	People are on a beach full of sand by the ocean and are enjoying a sunny day	exists x. (Person(x) & (exists y. (Beach(y) & On(x, y) & FullOfSand(y) & By(x, ocean) & Enjoying(x, sunnyDay))))	A bunch of people is on the shore	exists x. (Person(x) & On(x) & Shore(x))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: On/2, On/1.


Fatal error:  The following symbols are used with multiple arities: On/2, On/1"
34	A man in a blue jumpsuit is failing to perform a wheelie on a motorcycle	exists x. (Man(x) & WearsBlueJumpsuit(x) & not Performs(x) & Wheelie(x))	The man is doing a wheelie with a motorcycle on ground which is mostly barren	exists x.exists y.exists z. (Man(x) & Motorcycle(y) & Ground(z) & Wheelie(x, y, z) & (Barren(z)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Wheelie/1, Wheelie/3.


Fatal error:  The following symbols are used with multiple arities: Wheelie/1, Wheelie/3"
35	The man is doing a wheelie with a motorcycle on ground which is mostly barren	exists x.exists y.exists z. (Man(x) & Motorcycle(y) & Ground(z) & Wheelie(x, y, z) & (Barren(z)))	A courageous performer is doing a wheelie with a motorcycle over a man in a blue jumpsuit	exists x.exists y.exists z. (Performer(x) & Motorcycle(y) & Man(z) & Wheelie(x, y) & Over(x, z) & Blue(z) & Jumpsuit(z) & Courageous(x))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Wheelie/3, Wheelie/2.


Fatal error:  The following symbols are used with multiple arities: Wheelie/3, Wheelie/2"
36	The young girl is blowing a bubble that is huge	exists x. exists y. (Young(x) & Girl(x) & Bubble(y) & Blowing(x, y) & Huge(y))	The girl in a dyed red shirt isn't blowing a bubble	exists x. (Girl(x) & WearsRedShirt(x) & not Blowing(x) & Bubble(x))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Blowing/2, Blowing/1.


Fatal error:  The following symbols are used with multiple arities: Blowing/2, Blowing/1"
37	Two toddlers are eating on a really small wagon full of corndogs 	exists x. exists y. (Toddler(x) & Toddler(y) & Eating(x) & Eating(y) & Small(w) & Wagon(w) & Corndogs(w) & On(x, w) & On(y, w))	Two toddlers are eating corndogs in a wagon, which is really small	exists x. exists y. exists z. (Toddler(x) & Toddler(y) & Corndog(z) & Eating(x, z) & Eating(y, z) & Wagon(w) & Small(w))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Eating/1, Eating/2.


Fatal error:  The following symbols are used with multiple arities: Eating/1, Eating/2"
38	Two young kids are eating corndogs	exists x. exists y. (Young(x) & Kid(x) & YoungKid(y) & Eating(x, corndog) & Eating(y, corndog))	Two young children are eating corndogs	exists x. exists y. (Young(x) & Child(x) & YoungChild(y) & Eating(x, corndog) & Eating(y, corndog))	e	"'corndog' is an illegal variable name.  Constants may not be quantified.
all x. all corndog. (Eating(x, corndog) -> Eating(x, corndog))
           ^"
39	A man is opening a package that contains headphones	exists x. exists y. (Man(x) & Package(y) & Contains(y) & Headphones(y) & Opening(x, y))	A man who is wearing headphones is opening a package 	exists x. (Man(x) & Wearing(x) & Headphones(x) & Opening(x) & Package(x))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Opening/2, Opening/1.


Fatal error:  The following symbols are used with multiple arities: Opening/2, Opening/1"
40	There is no woman riding a horse	not exists x. (Woman(x) & Riding(x) & Horse(x))	A woman is riding a horse	exists x. exists y. (Woman(x) & Horse(y) & Riding(x, y))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Riding/1, Riding/2.


Fatal error:  The following symbols are used with multiple arities: Riding/1, Riding/2"
41	A man is opening a package that contains headphones	exists x. exists y. (Man(x) & Package(y) & Contains(y) & Headphones(y) & Opening(x, y))	A man who is wearing headphones is opening a package 	exists x. (Man(x) & Wearing(x) & Headphones(x) & Opening(x) & Package(x))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Opening/2, Opening/1.


Fatal error:  The following symbols are used with multiple arities: Opening/2, Opening/1"
42	A dog is riding a skateboard in a park	exists x. exists y. exists z. (Dog(x) & Skateboard(y) & Park(z) & Riding(x, y, z))	A dog is riding a skateboard	exists x. exists y. (Dog(x) & Skateboard(y) & Riding(x, y))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Riding/3, Riding/2.


Fatal error:  The following symbols are used with multiple arities: Riding/3, Riding/2"
43	A dog is riding a skateboard	exists x. exists y. (Dog(x) & Skateboard(y) & Riding(x, y))	There is no dog riding a skateboard	not exists x. (Dog(x) & Riding(x) & Skateboard(x))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Riding/2, Riding/1.


Fatal error:  The following symbols are used with multiple arities: Riding/2, Riding/1"
44	A dog is riding a skateboard	exists x. exists y. (Dog(x) & Skateboard(y) & Riding(x, y))	There is no dog riding a skateboard	not exists x. (Dog(x) & Riding(x) & Skateboard(x))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Riding/2, Riding/1.


Fatal error:  The following symbols are used with multiple arities: Riding/2, Riding/1"
45	There is no dog riding a skateboard	not exists x. (Dog(x) & Riding(x) & Skateboard(x))	A dog is riding a skateboard	exists x. exists y. (Dog(x) & Skateboard(y) & Riding(x, y))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Riding/1, Riding/2.


Fatal error:  The following symbols are used with multiple arities: Riding/1, Riding/2"
46	There is no woman slicing a carrot	not exists x. (Woman(x) & Slicing(x) & Carrot(x))	A woman is slicing a carrot	exists x. exists y. (Woman(x) & Carrot(y) & Slicing(x, y))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Slicing/1, Slicing/2.


Fatal error:  The following symbols are used with multiple arities: Slicing/1, Slicing/2"
47	There is no woman slicing a potato	not exists x. (Woman(x) & Slicing(x, potato))	A woman is slicing a potato	exists x. (Woman(x) & Slicing(x, potato))	c	"'potato' is an illegal variable name.  Constants may not be quantified.
all x. all potato. (Slicing(x, potato) -> Slicing(x, potato))
           ^"
48	There is no woman dancing and singing in the rain	not exists x. (Woman(x) & Dancing(x) & Singing(x) & In(x) & Rain(x))	A woman is dancing and singing with other women	exists x.exists y.exists z. (Woman(x) & Woman(y) & Woman(z) & (Dancing(x, y) & Singing(x, z)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Singing/1, Singing/2, Dancing/1, Dancing/2.


Fatal error:  The following symbols are used with multiple arities: Singing/1, Singing/2, Dancing/1, Dancing/2"
49	A man is whacking a boy with a sword	exists x. exists y. (Man(x) & Boy(y) & Whacking(x, y) & With(x, Sword))	A boy is spanking a man with a plastic sword	exists x. exists y. exists z. (Boy(x) & Man(y) & Plastic(z) & Sword(z) & Spanking(x, y, z))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Sword/1, Sword/0.


Fatal error:  The following symbols are used with multiple arities: Sword/1, Sword/0"
50	A steak is being rinsed with water by a person	exists x.exists y. (Steak(x) & Person(y) & RinsingWithWater(y, x))	A person is rinsing a steak with water	exists x. (Person(x) & Rinsing(x, Steak) & With(x, Water))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Steak/1, Steak/0.


Fatal error:  The following symbols are used with multiple arities: Steak/1, Steak/0"
51	Nobody is rinsing a steak with water	not exists x. (Person(x) & Rinsing(x) & Steak(x))	A person is rinsing a steak with water	exists x. (Person(x) & Rinsing(x, Steak) & With(x, Water))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Rinsing/1, Rinsing/2, Steak/1, Steak/0.


Fatal error:  The following symbols are used with multiple arities: Rinsing/1, Rinsing/2, Steak/1, Steak/0"
52	Nobody is rinsing a steak with water	not exists x. (Person(x) & Rinsing(x) & Steak(x))	A man is rinsing a large steak	exists x. exists y. (Man(x) & Steak(y) & Large(y) & Rinsing(x, y))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Rinsing/1, Rinsing/2.


Fatal error:  The following symbols are used with multiple arities: Rinsing/1, Rinsing/2"
53	A man is rinsing a large steak	exists x. exists y. (Man(x) & Steak(y) & Large(y) & Rinsing(x, y))	A person is rinsing a steak with water	exists x. (Person(x) & Rinsing(x, Steak) & With(x, Water))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Steak/1, Steak/0.


Fatal error:  The following symbols are used with multiple arities: Steak/1, Steak/0"
54	A person is chopping a red onion	exists x. (Person(x) & Chopping(x, redOnion))	A person is chopping an onion	exists x. (Person(x) & Chopping(x, Onion))	e	"'redOnion' is an illegal variable name.  Constants may not be quantified.
all x. all redOnion. (Chopping(x, redOnion) -> Chopping(x, redOnion))
           ^"
55	A person is not chopping an onion	not exists x. (Person(x) & Chopping(x) & Onion(x))	A person is chopping an onion	exists x. (Person(x) & Chopping(x, Onion))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Chopping/1, Chopping/2, Onion/1, Onion/0.


Fatal error:  The following symbols are used with multiple arities: Chopping/1, Chopping/2, Onion/1, Onion/0"
56	A man is playing a keyboard	exists x. (Man(x) & Playing(x) & Keyboard(x))	A musician is playing a keyboard	exists x. exists y. (Musician(x) & Keyboard(y) & Playing(x, y))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Playing/1, Playing/2.


Fatal error:  The following symbols are used with multiple arities: Playing/1, Playing/2"
57	A man is playing a guitar	exists x. (Man(x) & Playing(x) & Guitar(x))	A musician is playing a keyboard	exists x. exists y. (Musician(x) & Keyboard(y) & Playing(x, y))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Playing/1, Playing/2.


Fatal error:  The following symbols are used with multiple arities: Playing/1, Playing/2"
58	A man is spreading dough	exists x. (Man(x) & Spreading(x) & Dough(x))	Dough is being spread by a man	exists x. exists y. (Dough(x) & Man(y) & Spreading(y, x))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Spreading/1, Spreading/2.


Fatal error:  The following symbols are used with multiple arities: Spreading/1, Spreading/2"
59	The oil is being stirred by a man	exists x. exists y. (Oil(x) & Man(y) & Stirring(y, x))	The man is stirring oil	exists x. (Man(x) & Stirring(x, Oil))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Oil/1, Oil/0.


Fatal error:  The following symbols are used with multiple arities: Oil/1, Oil/0"
60	A man is playing an electric guitar	exists x. (Man(x) & Playing(x, ElectricGuitar))	A man is playing a guitar	exists x. (Man(x) & Playing(x) & Guitar(x))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Playing/2, Playing/1.


Fatal error:  The following symbols are used with multiple arities: Playing/2, Playing/1"
61	There is no woman cutting broccoli	not exists x. (Woman(x) & Cutting(x, Broccoli))	A woman is cutting broccoli	exists x. (Woman(x) & Cutting(x, Broccoli))	c	"'Broccoli' is an illegal variable name.  Constants may not be quantified.
all x. all Broccoli. (Cutting(x, Broccoli) -> Cutting(x, Broccoli))
           ^"
