	nl_ps	fol_ps	nl_h	fol_h	label	exception
26	A person is peeling a potato	exists x. (Person(x) & Peeling(x) & Potato(x))	A potato is being peeled by a person	exists x. exists y. (Potato(x) & Person(y) & Peeling(y, x))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Peeling/1, Peeling/2.


Fatal error:  The following symbols are used with multiple arities: Peeling/1, Peeling/2"
27	A little child in a pink sweater is climbing a concrete staircase	all x.all y.all z. (Little(x) & Child(x) & Pink(x) & Sweater(x) & Concrete(y) & Staircase(y) & Climbs(x, y) -> Sweater(z) & Color(z) & Color(z, pink))	A small child is outdoors climbing steps in a grassy area	exists x. (Child(x) & Small(x) & Outdoors(x) & Climbing(x) & Steps(x) & Grassy(x) & Area(x))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Color/2, Color/1.


Fatal error:  The following symbols are used with multiple arities: Color/2, Color/1"
28	A child in clothing which is light colored is standing with his arms extended outward	all x.all y. (Child(x) & Clothing(y) & Light(y) & Colored(y) -> StandingWithArmsExtended(x, y))	A child in light colored clothing is standing with his arms extended outward	all x. (Child(x) & LightColoredClothing(x) -> StandingWithArmsExtended(x))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: StandingWithArmsExtended/2, StandingWithArmsExtended/1.


Fatal error:  The following symbols are used with multiple arities: StandingWithArmsExtended/2, StandingWithArmsExtended/1"
29	The boy and girl are not playing on a playground	not (Boy(b) & Girl(g) & Playground(p) & PlayingOn(b, p) & PlayingOn(g, p))	The boy and girl are playing on the outdoor gym	all x.all y.all z. (Boy(x) & Girl(y) & Outdoor(z) & Gym(z) -> PlayingOn(x, y, z))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: PlayingOn/2, PlayingOn/3.


Fatal error:  The following symbols are used with multiple arities: PlayingOn/2, PlayingOn/3"
30	A cigarette is being smoked by the man in the straw hat	exists x.exists y. (Cigarette(x) & Man(y) & Smoking(y, x) & WearingStrawHat(y))	A man is wearing a straw hat and smoking a cigarette	exists x. (Man(x) & WearingStrawHat(x) & Smoking(x) & Cigarette(x))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Smoking/2, Smoking/1.


Fatal error:  The following symbols are used with multiple arities: Smoking/2, Smoking/1"
31	Small children are climbing a statue in a park	all x.all y.all z. (Small(x) & Child(x) & Statue(y) & Park(z) -> Climbing(x, y, z))	Two children are playing on a statue	exists x. exists y. (Child(x) & Child(y) & PlayingOn(x, Statue) & PlayingOn(y, Statue))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Statue/1, Statue/0.


Fatal error:  The following symbols are used with multiple arities: Statue/1, Statue/0"
32	A man in a blue cowboy hat is riding a white horse	all x.all y.all z. (Man(x) & BlueCowboy(x) & Hat(x) & White(y) & Horse(y) & HorseRider(x, y) -> Hat(x, z) & CowboyHat(z))	A man in blue is riding a horse on a dirt road	all x.all y.all z. (Man(x) & Blue(x) & Horse(y) & Dirt(z) & Road(z) -> RidingOn(x, y, z))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Hat/2, Hat/1.


Fatal error:  The following symbols are used with multiple arities: Hat/2, Hat/1"
33	A woman dressed in elegant clothing is inside a crowd of people and is looking up	all x. (Woman(x) & DressedInElegantClothing(x) -> (exists y. (Crowd(y) & Inside(x, y)) & Looking(x) & Up(x)))	A woman dressed in elegant clothing is inside a crowd of people and is looking down	all x. (Woman(x) & DressedInElegantClothing(x) -> (Inside(x) & Crowd(x) & Looking(x) & Down(x)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Inside/2, Inside/1.


Fatal error:  The following symbols are used with multiple arities: Inside/2, Inside/1"
34	The adults and children are not gathered near an outdoor seating arrangement	all x. (Adult(x) | Child(x) -> not GatheredNearOutdoorSeatingArrangement(x))	The adults and children are being gathered near an outdoor seating arrangement	all x. all y. (Adult(x) & Child(y) -> GatheredNearOutdoorSeatingArrangement(x, y))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: GatheredNearOutdoorSeatingArrangement/1, GatheredNearOutdoorSeatingArrangement/2.


Fatal error:  The following symbols are used with multiple arities: GatheredNearOutdoorSeatingArrangement/1, GatheredNearOutdoorSeatingArrangement/2"
35	A black and orange bird is standing in the grass	exists x. (Bird(x) & Black(x) & Orange(x) & StandingIn(x, Grass))	The black bird with a yellow beak is standing in the green grass	all x.all y.all z. (Black(x) & Bird(x) & Yellow(y) & Beak(y) & Green(z) & Grass(z) -> StandingIn(x, y, z))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: StandingIn/2, StandingIn/3, Grass/1, Grass/0.


Fatal error:  The following symbols are used with multiple arities: StandingIn/2, StandingIn/3, Grass/1, Grass/0"
36	A girl is jumping rope on a sidewalk near a parking garage	exists x. exists y. exists z. (Girl(x) & Jumping(x) & Rope(x) & Sidewalk(y) & Parking(z) & Garage(z) & Near(x, y) & Near(x, z))	A girl is skipping rope on near a street	exists x. (Girl(x) & Skipping(x) & Rope(x) & Near(x) & Street(x))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Near/2, Near/1.


Fatal error:  The following symbols are used with multiple arities: Near/2, Near/1"
37	One boy in orange shorts is standing on a rock cliff over the water and the other boy in black shorts is jumping of it into the water	exists x. exists y. (Boy(x) & Boy(y) & Orange(x) & Shorts(x) & Black(y) & Shorts(y) & StandingOnRockCliff(x) & JumpingIntoWater(y, x))	Two males are standing on a cliff edge and one is jumping into the water	exists x. exists y. exists z. (Male(x) & Male(y) & Male(z) & StandingOnCliffEdge(x) & StandingOnCliffEdge(y) & JumpingIntoWater(z))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: JumpingIntoWater/2, JumpingIntoWater/1.


Fatal error:  The following symbols are used with multiple arities: JumpingIntoWater/2, JumpingIntoWater/1"
38	A woman is playing an electric guitar	exists x. (Woman(x) & Playing(x, ElectricGuitar))	A kid is playing guitar	exists x. (Kid(x) & Playing(x) & Guitar(x))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Playing/2, Playing/1.


Fatal error:  The following symbols are used with multiple arities: Playing/2, Playing/1"
