	nl_ps	fol_ps	nl_h	fol_h	label	e_pred	c_pred
32	The residents of member states can travel freely within Europe. ## All residents of member states are individuals. ## Every individual who has the right to live anywhere in Europe can travel freely within Europe.	exists x. (ResidentOfMemberState(x) -> CanTravelFreelyWithinEurope(x)) ## exists x. (ResidentOfMemberState(x) -> Individual(x)) ## exists x. (RightToLiveInEurope(x) -> CanTravelFreelyInEurope(x))	The residents of member states have the right to live anywhere in Europe.	exists x. (ResidentOfMemberState(x) -> RightToLiveAnywhereInEurope(x))	n	False	False
33	No delegate finished the report.	not exists x. (Delegate(x) & FinishedReport(x))	Some delegate finished the report on time.	exists x. (Delegate(x) & FinishedReportOnTime(x))	c	False	False
34	Some delegates finished the survey.	exists x. (Delegate(x) & FinishedSurvey(x))	Some delegates finished the survey on time.	exists x. (Delegate(x) & FinishedSurveyOnTime(x))	n	False	False
35	Many delegates obtained results from the survey.	exists x. (Delegate(x) -> ObtainedResultsFromSurvey(x))	Many delegates obtained interesting results from the survey.	exists x. (Delegate(x) & ObtainedInterestingResults(x) -> Survey(x))	n	False	False
36	Several delegates got the results published.	exists x. exists y. exists z. (Delegate(x) & Delegate(y) & Delegate(z) & PublishedResults(x) & PublishedResults(y) & PublishedResults(z))	Several delegates got the results published in major national newspapers.	exists x. exists y. exists z. (Delegate(x) & Delegate(y) & Delegate(z) & NationalNewspaper(n) & Major(m) & PublishedIn(x, n, m) & PublishedIn(y, n, m) & PublishedIn(z, n, m))	n	False	False
37	Most Europeans can travel freely within Europe. ## All Europeans are people. ## All people who are resident in Europe can travel freely within Europe.	exists x. (European(x) -> CanTravelFreelyWithinEurope(x)) ## exists x. (European(x) -> Person(x)) ## exists x. (Person(x) & ResidentInEurope(x) -> CanTravelFreelyWithinEurope(x))	Most Europeans are resident in Europe.	exists x. (European(x) -> ResidentIn(x, Europe))	n	False	False
38	A few committee members are from Scandinavia. ## All committee members are people. ## All people who are from Sweden are from Scandinavia.	exists x.exists y.exists z. (CommitteeMember(x) & Scandinavia(y) & CommitteeMember(z) & From(x, y) & From(z, y)) ## exists x. (CommitteeMember(x) -> Person(x)) ## exists x. (Person(x) & FromSweden(x) -> FromScandinavia(x))	At least a few committee members are from Sweden.	exists x. (CommitteeMember(x) & FromSweden(x))	n	False	False
39	Few committee members are from southern Europe. ## All committee members are people. ## All people who are from Portugal are from southern Europe.	exists x. (CommitteeMember(x) & FromSouthernEurope(x)) ## exists x. (CommitteeMember(x) -> Person(x)) ## exists x. (Person(x) & FromPortugal(x) -> SouthernEuropean(x))	There are few committee members from Portugal.	exists x. (CommitteeMember(x) & From(x, Portugal))	e	False	False
40	Both commissioners used to be businessmen.	exists x.exists y. (Commissioner(x) & Commissioner(y) -> (UsedToBeBusinessman(x) & UsedToBeBusinessman(y)))	Both commissioners used to be leading businessmen.	exists x.exists y. (Commissioner(x) & Commissioner(y) -> (UsedToBeLeadingBusinessman(x) & UsedToBeLeadingBusinessman(y)))	n	False	False
41	Neither commissioner spends time at home.	exists x. exists y. (Commissioner(x) & Commissioner(y) -> not SpendsTimeAtHome(x) & not SpendsTimeAtHome(y))	One of the commissioners spends a lot of time at home.	exists x. (Commissioner(x) & SpendsTimeAtHome(x))	c	False	False
42	At least three commissioners spend time at home.	exists x.exists y.exists z. (Commissioner(x) & Commissioner(y) & Commissioner(z) & SpendsTimeAtHome(x) & SpendsTimeAtHome(y) & SpendsTimeAtHome(z))	At least three commissioners spend a lot of time at home.	exists x.exists y.exists z. (Commissioner(x) & Commissioner(y) & Commissioner(z) & (SpendsTimeAtHome(x) & SpendsTimeAtHome(y) & SpendsTimeAtHome(z)))	n	True	False
43	A Swede won a Nobel prize. ## Every Swede is a Scandinavian.	exists x. (Swede(x) & WonNobelPrize(x)) ## exists x. (Swedish(x) -> Scandinavian(x))	A Scandinavian won a Nobel prize.	exists x. (Scandinavian(x) & WonNobelPrize(x))	e	False	False
44	Every Canadian resident can travel freely within Europe. ## Every Canadian resident is a resident of the North American continent.	exists x. (CanadianResident(x) -> CanTravelFreelyWithinEurope(x)) ## exists x. (CanadianResident(x) -> ResidentOfNorthAmericanContinent(x))	Every resident of the North American continent can travel freely within Europe.	exists x. (ResidentOfNorthAmericanContinent(x) -> CanTravelFreelyWithinEurope(x))	n	False	False
45	All Canadian residents can travel freely within Europe. ## Every Canadian resident is a resident of the North American continent.	exists x. (CanadianResident(x) -> CanTravelFreelyWithinEurope(x)) ## exists x. (CanadianResident(x) -> ResidentOfNorthAmericanContinent(x))	All residents of the North American continent can travel freely within Europe.	exists x. (ResidentOfNorthAmericanContinent(x) -> CanTravelFreelyWithinEurope(x))	n	False	False
46	Each Canadian resident can travel freely within Europe. ## Every Canadian resident is a resident of the North American continent.	exists x. (CanadianResident(x) -> CanTravelFreelyWithinEurope(x)) ## exists x. (CanadianResident(x) -> ResidentOfNorthAmericanContinent(x))	Each resident of the North American continent can travel freely within Europe.	exists x. (ResidentOfNorthAmericanContinent(x) -> CanTravelFreelyWithinEurope(x))	n	False	False
47	The residents of major western countries can travel freely within Europe. ## All residents of major western countries are residents of western countries.	exists x. (ResidentOfMajorWesternCountry(x) -> CanTravelFreelyWithinEurope(x)) ## exists x. (ResidentOfMajorWesternCountry(x) -> ResidentOfWesternCountry(x))	The residents of western countries have the right to live in Europe.	exists x. (ResidentOfWesternCountry(x) -> RightToLiveInEurope(x))	n	False	False
48	No Scandinavian delegate finished the report on time.	not exists x. (ScandinavianDelegate(x) & FinishedReportOnTime(x))	Some delegate finished the report on time.	exists x. (Delegate(x) & FinishedReportOnTime(x))	n	False	False
49	Some Irish delegates finished the survey on time.	exists x. (IrishDelegate(x) & FinishedSurveyOnTime(x))	Some delegates finished the survey on time.	exists x. (Delegate(x) & FinishedSurveyOnTime(x))	e	False	False
50	Many British delegates obtained interesting results from the survey.	exists x. (BritishDelegate(x) & ObtainedInterestingResults(x))	Many delegates obtained interesting results from the survey.	exists x. (Delegate(x) & ObtainedInterestingResults(x) -> Survey(x))	n	False	False
51	Most Europeans who are resident in Europe can travel freely within Europe.	exists x. (European(x) & ResidentInEurope(x) -> CanTravelFreelyWithinEurope(x))	Most Europeans can travel freely within Europe.	exists x. (European(x) -> CanTravelFreelyWithinEurope(x))	n	False	False
52	A few female committee members are from Scandinavia.	exists x. (FemaleCommitteeMember(x) & FromScandinavia(x))	At least a few committee members are from Scandinavia.	exists x. (CommitteeMember(x) & FromScandinavia(x))	e	False	False
53	Few female committee members are from southern Europe.	exists x. (FemaleCommitteeMember(x) & FromSouthernEurope(x))	Few committee members are from southern Europe.	exists x. (CommitteeMember(x) & FromSouthernEurope(x))	n	False	False
54	Both female commissioners used to be in business.	exists x. (Commissioner(x) & Female(x) -> UsedToBeInBusiness(x))	Both commissioners used to be in business.	exists x.exists y. (Commissioner(x) & Commissioner(y) -> UsedToBeInBusiness(x) & UsedToBeInBusiness(y))	n	False	False
55	At least three female commissioners spend time at home.	exists x.exists y.exists z. (FemaleCommissioner(x) & FemaleCommissioner(y) & FemaleCommissioner(z) & SpendsTimeAtHome(x) & SpendsTimeAtHome(y) & SpendsTimeAtHome(z))	At least three commissioners spend time at home.	exists x.exists y.exists z. (Commissioner(x) & Commissioner(y) & Commissioner(z) & SpendsTimeAtHome(x) & SpendsTimeAtHome(y) & SpendsTimeAtHome(z))	e	False	False
56	At most ten female commissioners spend time at home.	exists x. (Commissioner(x) & Female(x) & SpendsTimeAtHome(x, 10))	At most ten commissioners spend time at home.	exists x. (Commissioner(x) & SpendsTimeAtHome(x, 10))	n	True	False
57	A Scandinavian won a Nobel prize. ## Every Swede is a Scandinavian.	exists x. (Scandinavian(x) & WonNobelPrize(x)) ## exists x. (Swedish(x) -> Scandinavian(x))	A Swede won a Nobel prize.	exists x. (Swede(x) & WonNobelPrize(x))	n	False	False
58	Every resident of the North American continent can travel freely within Europe. ## Every Canadian resident is a resident of the North American continent.	exists x. (ResidentOfNorthAmericanContinent(x) -> CanTravelFreelyWithinEurope(x)) ## exists x. (CanadianResident(x) -> ResidentOfNorthAmericanContinent(x))	Every Canadian resident can travel freely within Europe.	exists x. (CanadianResident(x) -> CanTravelFreelyWithinEurope(x))	e	False	False
59	All residents of the North American continent can travel freely within Europe. ## Every Canadian resident is a resident of the North American continent.	exists x. (ResidentOfNorthAmericanContinent(x) -> CanTravelFreelyWithinEurope(x)) ## exists x. (CanadianResident(x) -> ResidentOfNorthAmericanContinent(x))	All Canadian residents can travel freely within Europe.	exists x. (CanadianResident(x) -> CanTravelFreelyWithinEurope(x))	e	False	False
60	Each resident of the North American continent can travel freely within Europe. ## Every Canadian resident is a resident of the North American continent.	exists x. (ResidentOfNorthAmericanContinent(x) -> CanTravelFreelyWithinEurope(x)) ## exists x. (CanadianResident(x) -> ResidentOfNorthAmericanContinent(x))	Each Canadian resident can travel freely within Europe.	exists x. (CanadianResident(x) -> CanTravelFreelyWithinEurope(x))	e	False	False
61	The residents of western countries can travel freely within Europe. ## All residents of major western countries are residents of western countries.	exists x. (ResidentOfWesternCountry(x) -> CanTravelFreelyWithinEurope(x)) ## exists x. (ResidentOfMajorWesternCountry(x) -> ResidentOfWesternCountry(x))	The residents of major western countries have the right to live in Europe.	exists x. (ResidentOfMajorWesternCountry(x) -> RightToLiveInEurope(x))	e	False	False
62	No delegate finished the report on time.	not exists x. (Delegate(x) & FinishedReportOnTime(x))	Some Scandinavian delegate finished the report on time.	exists x. (ScandinavianDelegate(x) & FinishedReportOnTime(x))	c	False	False
63	Some delegates finished the survey on time.	exists x. (Delegate(x) & FinishedSurveyOnTime(x))	Some Irish delegates finished the survey on time.	exists x. (IrishDelegate(x) & FinishedSurveyOnTime(x))	n	False	False
64	Many delegates obtained interesting results from the survey.	exists x. (Delegate(x) & ObtainedInterestingResults(x) -> Survey(x))	Many British delegates obtained interesting results from the survey.	exists x. (BritishDelegate(x) & ObtainedInterestingResults(x))	n	False	False
65	Most Europeans can travel freely within Europe.	exists x. (European(x) -> CanTravelFreelyWithinEurope(x))	Most Europeans who are resident outside Europe can travel freely within Europe.	exists x. (European(x) & ResidentOutsideEurope(x) -> CanTravelFreelyWithinEurope(x))	n	True	False
66	A few committee members are from Scandinavia.	exists x.exists y.exists z. (CommitteeMember(x) & Scandinavia(y) & CommitteeMember(z) & From(x, y) & From(z, y))	At least a few female committee members are from Scandinavia.	exists x. (FemaleCommitteeMember(x) & FromScandinavia(x))	n	False	False
67	Few committee members are from southern Europe.	exists x. (CommitteeMember(x) & FromSouthernEurope(x))	Few female committee members are from southern Europe.	exists x. (FemaleCommitteeMember(x) & FromSouthernEurope(x))	e	False	False
68	Both commissioners used to be in business.	exists x.exists y. (Commissioner(x) & Commissioner(y) -> UsedToBeInBusiness(x) & UsedToBeInBusiness(y))	Both female commissioners used to be in business.	exists x. (Commissioner(x) & Female(x) -> UsedToBeInBusiness(x))	n	True	False
69	At least three commissioners spend time at home.	exists x.exists y.exists z. (Commissioner(x) & Commissioner(y) & Commissioner(z) & SpendsTimeAtHome(x) & SpendsTimeAtHome(y) & SpendsTimeAtHome(z))	At least three male commissioners spend time at home.	exists x. (Commissioner(x) & Male(x) & SpendsTimeAtHome(x))	n	False	False
70	At most ten commissioners spend time at home.	exists x. (Commissioner(x) & SpendsTimeAtHome(x, 10))	At most ten female commissioners spend time at home.	exists x. (Commissioner(x) & Female(x) & SpendsTimeAtHome(x, 10))	e	False	False
71	Every representative and client was at the meeting.	exists x.exists y. (Representative(x) & Client(y) -> AtMeeting(x, y))	Every representative was at the meeting.	exists x. (Representative(x) -> exists y. (Meeting(y) & Attended(x, y)))	e	False	False
72	Every representative and client was at the meeting.	exists x.exists y. (Representative(x) & Client(y) -> AtMeeting(x, y))	Every representative was at the meeting.	exists x. (Representative(x) -> exists y. (Meeting(y) & Attended(x, y)))	n	False	False
73	The chairman read out the items on the agenda.	exists x.exists y. (Chairman(x) & Agenda(y) -> ReadsOutItems(x, y))	The chairman read out every item on the agenda.	exists x.exists y. (Chairman(x) & Agenda(y) -> ReadOutEveryItem(x, y))	e	False	False
74	The people who were at the meeting voted for a new chairman.	exists x. (Person(x) & AtMeeting(x) -> VotedForNewChairman(x))	Everyone at the meeting voted for a new chairman.	exists x. (PersonAtMeeting(x) -> VotedForNewChairman(x))	n	False	False
75	All the people who were at the meeting voted for a new chairman.	exists x. (Person(x) & AtMeeting(x) -> VotedForNewChairman(x))	Everyone at the meeting voted for a new chairman.	exists x. (PersonAtMeeting(x) -> VotedForNewChairman(x))	e	False	False
76	The people who were at the meeting all voted for a new chairman.	exists x. (Person(x) & AtMeeting(x) -> VotedForNewChairman(x))	Everyone at the meeting voted for a new chairman.	exists x. (PersonAtMeeting(x) -> VotedForNewChairman(x))	e	False	False
77	The inhabitants of Cambridge voted for a Labour MP.	exists x. (InhabitantOfCambridge(x) -> VotedForLabourMP(x))	Every inhabitant of Cambridge voted for a Labour MP.	exists x. (InhabitantOfCambridge(x) -> VotedForLabourMP(x))	n	True	False
78	The Ancient Greeks were noted philosophers.	exists x. (AncientGreek(x) -> Philosophers(x))	Every Ancient Greek was a noted philosopher.	exists x. (AncientGreek(x) -> Philosopher(x))	n	False	False
79	The Ancient Greeks were all noted philosophers.	exists x. (AncientGreek(x) -> Philosopher(x))	Every Ancient Greek was a noted philosopher.	exists x. (AncientGreek(x) -> Philosopher(x))	e	True	False
80	Software faults were blamed for the system failure.	exists x. (SoftwareFault(x) -> BlamedForSystemFailure(x))	The system failure was blamed on one or more software faults.	exists x. (SystemFailure(x) -> exists y. (SoftwareFault(y) & BlamedOn(x, y)))	e	False	False
81	Software faults were blamed for the system failure. ## Bug # 32-985 is a known software fault.	exists x. (SoftwareFault(x) -> BlamedForSystemFailure(x)) ## KnownSoftwareFault(bug32985)	Bug # 32-985 was blamed for the system failure.	exists x. (Bug(x) & SystemFailure(y) & BlamedFor(x, y))	n	False	False
82	Clients at the demonstration were all impressed by the system's performance. ## Smith was a client at the demonstration.	exists x. (Client(x) & AtDemonstration(x) -> ImpressedBySystem(x)) ## exists x. exists y. (Smith(x) & Demonstration(y) & ClientAt(x, y))	Smith was impressed by the system's performance.	ImpressedByPerformance(smith, system)	e	False	False
83	Clients at the demonstration were impressed by the system's performance.	exists x. (Client(x) & AtDemonstration(x) -> ImpressedBySystemPerformance(x))	Most clients at the demonstration were impressed by the system's performance.	exists x. (Client(x) & AtDemonstration(x) -> ImpressedBySystemPerformance(x))	e	True	False
84	University graduates make poor stock-market traders. ## Smith is a university graduate.	exists x. (UniversityGraduate(x) -> PoorStockMarketTrader(x)) ## UniversityGraduate(smith)	Smith is likely to make a poor stock market trader.	exists x. (Smith(x) -> PoorStockMarketTrader(x))	e	False	False
85	University graduates make poor stock-market traders. ## Smith is a university graduate.	exists x. (UniversityGraduate(x) -> PoorStockMarketTrader(x)) ## UniversityGraduate(smith)	Smith will make a poor stock market trader.	exists x. (Smith(x) -> PoorStockMarketTrader(x))	n	False	False
86	Just one accountant attended the meeting.	exists x. (Accountant(x) & AttendedMeeting(x))	No accountants attended the meeting.	not exists x. (Accountant(x) & AttendedMeeting(x))	c	False	True
87	Just one accountant attended the meeting.	exists x. (Accountant(x) & AttendedMeeting(x))	No accountant attended the meeting.	not exists x. (Accountant(x) & AttendedMeeting(x))	c	False	True
88	Just one accountant attended the meeting.	exists x. (Accountant(x) & AttendedMeeting(x))	Some accountants attended the meeting.	exists x. (Accountant(x) & AttendedMeeting(x))	e	True	False
89	Just one accountant attended the meeting.	exists x. (Accountant(x) & AttendedMeeting(x))	Some accountant attended the meeting.	exists x. (Accountant(x) & AttendedMeeting(x))	e	True	False
90	Just one accountant attended the meeting.	exists x. (Accountant(x) & AttendedMeeting(x))	Some accountants attended the meeting.	exists x. (Accountant(x) & AttendedMeeting(x))	c	True	False
91	Just one accountant attended the meeting.	exists x. (Accountant(x) & AttendedMeeting(x))	Some accountant attended the meeting.	exists x. (Accountant(x) & AttendedMeeting(x))	e	True	False
92	Smith signed two contracts. ## Jones signed two contracts.	exists x. exists y. (Smith(x) & Contract(y) & Signed(x, y)) ## exists x. exists y. (Jones(x) & Contract(y) & Signed(x, y))	Smith and Jones signed two contracts.	exists x. exists y. (Smith(x) & Jones(y) & Contract(z) & Signed(x, z) & Signed(y, z))	e	False	False
93	Mary used her workstation.	UsedWorkstation(mary)	Mary's workstation was used.	exists x. (Workstation(x) & UsedBy(x, Mary))	e	False	False
94	Mary used her workstation.	UsedWorkstation(mary)	Mary has a workstation.	exists x. (Workstation(x) & OwnedBy(x, Mary))	e	False	False
95	Mary used her workstation.	UsedWorkstation(mary)	Mary is female.	Female(mary)	e	False	False
96	Every student used her workstation. ## Mary is a student.	exists x. (Student(x) -> UsedWorkstation(x)) ## Student(mary)	Mary used her workstation.	UsedWorkstation(mary)	e	False	False
97	Every student used her workstation. ## Mary is a student.	exists x. (Student(x) -> UsedWorkstation(x)) ## Student(mary)	Mary has a workstation.	exists x. (Workstation(x) & OwnedBy(x, Mary))	e	False	False
98	No student used her workstation. ## Mary is a student.	not exists x. (Student(x) & Workstation(x)) ## Student(mary)	Mary used a workstation.	exists x. (Workstation(x) & UsedBy(x, Mary))	c	False	False
99	Smith attended a meeting. ## She chaired it.	AttendedMeeting(smith) ## Chaired(she, it)	Smith chaired a meeting.	ChairedMeeting(smith)	e	False	False
100	Smith delivered a report to ITEL. ## She also delivered them an invoice. ## And she delivered them a project proposal.	DeliveredReport(smith, itel) ## exists x.exists y. (Woman(x) & Delivered(x, y) & Invoice(y) -> DeliveredInvoice(x, y)) ## exists x.exists y. (Woman(x) & Project(y) & DeliveredProposal(x, y) -> ProjectManager(x, y))	Smith delivered a report, an invoice and a project proposal to ITEL.	exists x.exists y.exists z. (Smith(x) & Report(y) & Invoice(z) & ProjectProposal(y) -> DeliveredTo(x, y, z, ITEL))	e	False	False
101	Smith took a machine on Tuesday, and Jones took a machine on Wednesday. ## They put them in the lobby.	exists x.exists y. (Smith(x) & Machine(y) -> TookOnTuesday(x, y)) & (Jones(x) & Machine(y) -> TookOnWednesday(x, y)) ## exists x.exists y. (They(x) & PutIn(x, y) -> InLobby(y))	Smith and Jones put two machines in the lobby.	exists x.exists y. (Smith(x) & Jones(y) -> (PutMachine(x, lobby) & PutMachine(y, lobby)))	e	False	False
102	Each department has a dedicated line. ## The sales department rents it from BT.	exists x. (Department(x) -> HasDedicatedLine(x)) ## RentsFrom(SalesDepartment, BT)	The sales department rents a line from BT.	RentLine(salesDepartment, BT)	e	False	False
