	nl_ps	fol_ps	nl_h	fol_h	label	exception
10	Smith, Jones and several lawyers signed the contract.	exists x. exists y. exists z. (Smith(x) & Jones(y) & Lawyer(z) & SignedContract(x, y, z))	Jones signed the contract.	SignedContract(jones, contract)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: SignedContract/3, SignedContract/2.


Fatal error:  The following symbols are used with multiple arities: SignedContract/3, SignedContract/2"
11	Either Smith, Jones or Anderson signed the contract.	SignedContract(smith) ⊕ SignedContract(jones) ⊕ SignedContract(anderson)	Jones signed the contract.	SignedContract(jones, contract)	n	"Unexpected token: '⊕'.
SignedContract(smith) ⊕ SignedContract(jones) ⊕ SignedContract(anderson)
                      ^"
12	Either Smith, Jones or Anderson signed the contract.	SignedContract(smith) ⊕ SignedContract(jones) ⊕ SignedContract(anderson)	If Smith and Anderson did not sign the contract, Jones signed the contract.	exists x. exists y. exists z. (Smith(x) & Anderson(y) & Jones(z) & not (SignedContract(x, y) & SignedContract(y, z)) -> SignedContract(z, x))	e	"Unexpected token: '⊕'.
SignedContract(smith) ⊕ SignedContract(jones) ⊕ SignedContract(anderson)
                      ^"
13	Exactly two lawyers and three accountants signed the contract.	exists x. exists y. exists z. (Lawyer(x) & Lawyer(y) & Accountant(z) & SignedContract(x, y, z))	Six lawyers signed the contract.	exists x. exists y. exists z. exists w. exists v. exists u. (Lawyer(x) & Lawyer(y) & Lawyer(z) & Lawyer(w) & Lawyer(v) & Lawyer(u) & SignedContract(x, y, z, w, v, u))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: SignedContract/3, SignedContract/6.


Fatal error:  The following symbols are used with multiple arities: SignedContract/3, SignedContract/6"
14	Exactly two lawyers and three accountants signed the contract.	exists x. exists y. exists z. (Lawyer(x) & Lawyer(y) & Accountant(z) & SignedContract(x, y, z))	Six accountants signed the contract.	exists x. exists y. exists z. exists w. exists u. exists v. (Accountant(x) & Accountant(y) & Accountant(z) & Accountant(w) & Accountant(u) & Accountant(v) & SignedContract(x, y, z, w, u, v))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: SignedContract/3, SignedContract/6.


Fatal error:  The following symbols are used with multiple arities: SignedContract/3, SignedContract/6"
15	Every representative or client was at the meeting.	exists x. (Representative(x) | Client(x) -> AtMeeting(x))	Every representative and every client was at the meeting.	exists x. exists y. (Representative(x) & Client(y) -> AtMeeting(x, y))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: AtMeeting/1, AtMeeting/2.


Fatal error:  The following symbols are used with multiple arities: AtMeeting/1, AtMeeting/2"
16	All APCOM managers have company cars. ## Jones is an APCOM manager.	exists x. (APCOMManager(x) -> HasCompanyCar(x)) ## exists x. (APCOMManager(x) ↔ (Person(x) & Manager(x) & WorksForAPCOM(x)))	Jones has a company car.	HasCompanyCar(jones)	e	"Unexpected token: '↔'.  Expected token ')'.
exists x. (APCOMManager(x) ↔ (Person(x) & Manager(x) & WorksForAPCOM(x)))
                           ^"
17	All APCOM managers have company cars. ## Jones is an APCOM manager.	exists x. (APCOMManager(x) -> HasCompanyCar(x)) ## exists x. (APCOMManager(x) ↔ (Person(x) & Manager(x) & WorksForAPCOM(x)))	Jones has more than one company car.	exists x. (CompanyCar(x) & Owns(x, Jones))	n	"Unexpected token: '↔'.  Expected token ')'.
exists x. (APCOMManager(x) ↔ (Person(x) & Manager(x) & WorksForAPCOM(x)))
                           ^"
18	Smith signed one contract. ## Jones signed another contract.	exists x. (Contract(x) & SignedBy(x, Smith)) ## exists x. (Contract(x) & SignedBy(x, Jones))	Smith and Jones signed two contracts.	exists x. exists y. (Smith(x) & Jones(y) & Contract(z) & Signed(x, z) & Signed(y, z))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Jones/1, Jones/0, Smith/1, Smith/0.


Fatal error:  The following symbols are used with multiple arities: Jones/1, Jones/0, Smith/1, Smith/0"
19	Smith signed two contracts. ## Jones also signed them.	exists x. exists y. (Smith(x) & Contract(y) & Signed(x, y)) ## exists x. (Signed(x) -> (Jones(x) | Smith(x)))	Smith and Jones signed two contracts.	exists x. exists y. (Smith(x) & Jones(y) & Contract(z) & Signed(x, z) & Signed(y, z))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Signed/1, Signed/2.


Fatal error:  The following symbols are used with multiple arities: Signed/1, Signed/2"
20	Every committee has a chairman. ## He is appointed its members.	exists x. (Committee(x) -> exists y. (Chairman(y) & ChairmanOf(y, x))) ## exists x.exists y. (Appoints(x, y) ↔ (Member(y) & AppointedBy(y, x)))	Every committee has a chairman appointed by members of the committee.	exists x. (Committee(x) -> exists y. (Chairman(y) & AppointedByMembers(y, x)))	e	"Unexpected token: '↔'.  Expected token ')'.
exists x.exists y. (Appoints(x, y) ↔ (Member(y) & AppointedBy(y, x)))
                                   ^"
21	ITEL has sent most of the reports Smith needs. ## They are on her desk.	exists x.exists y. (ITEL(x) & Smith(y) -> SentReports(x, y)) ## exists x. (Desk(x) & On(x, her))	There are some reports from ITEL on Smith's desk.	exists x. (Report(x) & From(x, ITEL) & On(x, Smith))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Smith/1, Smith/0, ITEL/1, ITEL/0.


Fatal error:  The following symbols are used with multiple arities: Smith/1, Smith/0, ITEL/1, ITEL/0"
22	Two out of ten machines are missing. ## They have been removed.	exists x. (Machine(x) & Missing(x)) & exists y. (Machine(y) & Missing(y)) & exists z. (Machine(z) & Missing(z)) & exists w. (Machine(w) & Missing(w)) & exists v. (Machine(v) & Missing(v)) & exists u. (Machine(u) & Missing(u)) & exists t. (Machine(t) & ## exists x. (Removed(x))	Two machines have been removed.	exists x. exists y. (Machine(x) & Machine(y) & Removed(x) & Removed(y))	e	"End of input found.  Expression expected.
exists x. (Machine(x) & Missing(x)) & exists y. (Machine(y) & Missing(y)) & exists z. (Machine(z) & Missing(z)) & exists w. (Machine(w) & Missing(w)) & exists v. (Machine(v) & Missing(v)) & exists u. (Machine(u) & Missing(u)) & exists t. (Machine(t) &
                                                                                                                                                                                                                                                           ^"
23	Two out of ten machines are missing. ## They have been removed.	exists x. (Machine(x) & Missing(x)) & exists y. (Machine(y) & Missing(y)) & exists z. (Machine(z) & Missing(z)) & exists w. (Machine(w) & Missing(w)) & exists v. (Machine(v) & Missing(v)) & exists u. (Machine(u) & Missing(u)) & exists t. (Machine(t) & ## exists x. (Removed(x))	Eight machines have been removed.	exists x. (Machine(x) & Removed(x)) & exists y. (Machine(y) & Removed(y)) & exists z. (Machine(z) & Removed(z)) & exists w. (Machine(w) & Removed(w)) & exists v. (Machine(v) & Removed(v)) & exists u. (Machine(u) & Removed(u)) & exists t. (Machine(t) &	n	"End of input found.  Expression expected.
exists x. (Machine(x) & Removed(x)) & exists y. (Machine(y) & Removed(y)) & exists z. (Machine(z) & Removed(z)) & exists w. (Machine(w) & Removed(w)) & exists v. (Machine(v) & Removed(v)) & exists u. (Machine(u) & Removed(u)) & exists t. (Machine(t) &
                                                                                                                                                                                                                                                           ^"
24	Two out of ten machines are missing. ## They were all here yesterday.	exists x. (Machine(x) & Missing(x)) & exists y. (Machine(y) & Missing(y)) & exists z. (Machine(z) & Missing(z)) & exists w. (Machine(w) & Missing(w)) & exists v. (Machine(v) & Missing(v)) & exists u. (Machine(u) & Missing(u)) & exists t. (Machine(t) & ## exists x. (Person(x) -> exists y. (Yesterday(y) & Here(x, y)))	Ten machines were here yesterday.	exists x. (Machine(x) & Here(x, yest) & Machine(x) & Yesterday(yest))	e	"End of input found.  Expression expected.
exists x. (Machine(x) & Missing(x)) & exists y. (Machine(y) & Missing(y)) & exists z. (Machine(z) & Missing(z)) & exists w. (Machine(w) & Missing(w)) & exists v. (Machine(v) & Missing(v)) & exists u. (Machine(u) & Missing(u)) & exists t. (Machine(t) &
                                                                                                                                                                                                                                                           ^"
25	John and his colleagues went to a meeting. ## They hated it.	exists x.exists y. (John(x) & Colleague(y) -> WentToMeeting(x, y)) ## exists x. (Hated(x) ↔ (They(x) & Hated(x)))	John's colleagues hated the meeting.	exists x. (Colleague(x) & Meeting(m) & Attended(x, m) -> Hated(x, m))	e	"Unexpected token: '↔'.  Expected token ')'.
exists x. (Hated(x) ↔ (They(x) & Hated(x)))
                    ^"
26	John and his colleagues went to a meeting. ## They hated it.	exists x.exists y. (John(x) & Colleague(y) -> WentToMeeting(x, y)) ## exists x. (Hated(x) ↔ (They(x) & Hated(x)))	John hated the meeting.	Hated(john, meeting)	e	"Unexpected token: '↔'.  Expected token ')'.
exists x. (Hated(x) ↔ (They(x) & Hated(x)))
                    ^"
27	John and his colleagues went to a meeting. ## They hated it.	exists x.exists y. (John(x) & Colleague(y) -> WentToMeeting(x, y)) ## exists x. (Hated(x) ↔ (They(x) & Hated(x)))	John hated the meeting.	Hated(john, meeting)	n	"Unexpected token: '↔'.  Expected token ')'.
exists x. (Hated(x) ↔ (They(x) & Hated(x)))
                    ^"
28	Each department has a dedicated line. ## They rent them from BT.	exists x. (Department(x) -> HasDedicatedLine(x)) ## exists x.exists y. (RentFrom(x, y) ↔ (Rent(x, y) & From(y, BT)))	Every department rents a line from BT.	exists x. (Department(x) -> RentsLineFromBT(x))	e	"Unexpected token: '↔'.  Expected token ')'.
exists x.exists y. (RentFrom(x, y) ↔ (Rent(x, y) & From(y, BT)))
                                   ^"
29	There are 100 companies. ## ICM is one of the companies and owns 150 computers. ## It does not have service contracts for any of its computers. ## Each of the other 99 companies owns one computer. ## They have service contracts for them.	exists x. (Company(x) & NumberOfCompanies(x, 100)) ## exists x. (ICM(x) -> (Company(x) & OwnsComputers(x, 150))) ## exists x. (Computer(x) -> not HasServiceContracts(x)) ## exists x. (OtherCompany(x) & ≠ 100 & ≠ 0 & ≠ 1 -> OwnsOneComputer(x)) ## exists x. (ServiceContract(x) -> Have(x))	Most companies that own a computer have a service contract for it.	exists x. (Company(x) & OwnsComputer(x) -> HasServiceContract(x))	e	"Unexpected token: '100'.  Expected token ')'.
exists x. (OtherCompany(x) & ≠ 100 & ≠ 0 & ≠ 1 -> OwnsOneComputer(x))
                               ^"
30	Every report has a cover page. ## R-95-103 is a report. ## Smith signed the cover page.	exists x. (Report(x) -> HasCoverPage(x)) ## exists x. (Report(x) ↔ R_95_103(x)) ## SignedCoverPage(Smith)	Smith signed the cover page of R-95-103.	SignedCoverPage(smith, r95103)	e	"Unexpected token: '↔'.  Expected token ')'.
exists x. (Report(x) ↔ R_95_103(x))
                     ^"
31	John said Bill had hurt himself.	Said(john, Bill, hurt)	Someone said John had been hurt.	exists x. (Person(x) & Said(x, John) & Hurt(x, John))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Said/3, Said/2.


Fatal error:  The following symbols are used with multiple arities: Said/3, Said/2"
32	John went to Paris by car, and Bill by train.	exists x. exists y. (John(x) & Paris(y) -> WentByCar(x, y)) & (Bill(x) & Train(y) -> WentByTrain(x, y))	Bill went to Paris by train.	WentToParisByTrain(Bill)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Bill/1, Bill/0.


Fatal error:  The following symbols are used with multiple arities: Bill/1, Bill/0"
33	John went to Paris by car, and Bill by train to Berlin.	exists x.exists y. (John(x) & Bill(y) -> (WentToParisByCar(x) & WentToBerlinByTrain(y)))	Bill went to Berlin by train.	WentTo(Bill, Berlin, Train)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Bill/1, Bill/0.


Fatal error:  The following symbols are used with multiple arities: Bill/1, Bill/0"
34	John went to Paris by car, and Bill to Berlin.	exists x. exists y. (John(x) & Paris(y) -> WentByCar(x, y)) & (Bill(x) & Berlin(y) -> WentByCar(x, y))	Bill went to Berlin by car.	WentTo(Bill, Berlin, Car)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Berlin/1, Berlin/0, Bill/1, Bill/0.


Fatal error:  The following symbols are used with multiple arities: Berlin/1, Berlin/0, Bill/1, Bill/0"
35	John went to Paris by car. ## Bill by train.	WentToParisByCar(john) ## exists x. (Train(x) -> Bill(x))	Bill went to Paris by train.	WentToParisByTrain(Bill)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Bill/1, Bill/0.


Fatal error:  The following symbols are used with multiple arities: Bill/1, Bill/0"
36	John said Mary wrote a report, and Bill did too.	exists x. exists y. exists z. (John(x) & Mary(y) & Bill(z) -> (Said(x, y) & Said(x, z)))	Bill said Mary wrote a report.	Said(Bill, Mary, WroteReport)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Said/2, Said/3, Mary/1, Mary/0, Bill/1, Bill/0.


Fatal error:  The following symbols are used with multiple arities: Said/2, Said/3, Mary/1, Mary/0, Bill/1, Bill/0"
37	John said Mary wrote a report, and Bill did too.	exists x. exists y. exists z. (John(x) & Mary(y) & Bill(z) -> (Said(x, y) & Said(x, z)))	John said Bill wrote a report.	Said(john, bill, wroteReport)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Said/2, Said/3.


Fatal error:  The following symbols are used with multiple arities: Said/2, Said/3"
38	John said that Mary wrote a report, and that Bill did too.	exists x. exists y. exists z. (John(x) & Mary(y) & Bill(z) -> (Said(x, y, Report) & Said(x, z, Report)))	Bill said Mary wrote a report.	Said(Bill, Mary, WroteReport)	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Mary/1, Mary/0, Bill/1, Bill/0.


Fatal error:  The following symbols are used with multiple arities: Mary/1, Mary/0, Bill/1, Bill/0"
39	Smith represents his company and so does Jones.	exists x.exists y. (Smith(x) & Company(y) -> Represents(x, y)) & (Jones(x) & Company(y) -> Represents(x, y))	Jones represents Jones' company.	Represents(Jones, JonesCompany)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Jones/1, Jones/0.


Fatal error:  The following symbols are used with multiple arities: Jones/1, Jones/0"
40	Smith represents his company and so does Jones.	exists x.exists y. (Smith(x) & Company(y) -> Represents(x, y)) & (Jones(x) & Company(y) -> Represents(x, y))	Jones represents Smith's company.	Represents(Jones, Smith) & Represents(Jones, Company)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Company/1, Company/0, Smith/1, Smith/0, Jones/1, Jones/0.


Fatal error:  The following symbols are used with multiple arities: Company/1, Company/0, Smith/1, Smith/0, Jones/1, Jones/0"
41	Smith represents his company and so does Jones.	exists x.exists y. (Smith(x) & Company(y) -> Represents(x, y)) & (Jones(x) & Company(y) -> Represents(x, y))	Smith represents Jones' company.	Represents(Smith, Jones)	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Jones/1, Jones/0, Smith/1, Smith/0.


Fatal error:  The following symbols are used with multiple arities: Jones/1, Jones/0, Smith/1, Smith/0"
42	John is a man and Mary is a woman. ## John represents his company and so does Mary.	exists x. exists y. (Man(x) & Woman(y) -> (John(x) & Mary(y))) ## exists x.exists y. (John(x) & Mary(y) -> (RepresentsCompany(x) & RepresentsCompany(y)))	Mary represents John's company.	Represents(Mary, John) & Represents(Mary, Company)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: John/1, John/0, Mary/1, Mary/0.


Fatal error:  The following symbols are used with multiple arities: John/1, John/0, Mary/1, Mary/0"
43	Bill suggested to Frank's boss that they should go to the meeting together, and Carl to Alan's wife.	exists x.exists y.exists z. (Bill(x) & Frank(y) & Alan(z) -> (SuggestedTo(x, y, z) & not SuggestedTo(x, z, y)))	If it was suggested that Bill and Frank should go together, it was suggested that Carl and Alan's wife should go together.	exists x. exists y. exists z. exists w. (Suggested(x, y, z) & Suggested(y, w) -> (Bill(x) & Frank(y) & Carl(z) & Alan(w)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Suggested/2, Suggested/3.


Fatal error:  The following symbols are used with multiple arities: Suggested/2, Suggested/3"
44	Bill suggested to Frank's boss that they should go to the meeting together, and Carl to Alan's wife.	exists x.exists y.exists z. (Bill(x) & Frank(y) & Alan(z) -> (SuggestedTo(x, y, z) & not SuggestedTo(x, z, y)))	If it was suggested that Bill and Frank's boss should go together, it was suggested that Carl and Alan should go together.	exists x. exists y. exists z. exists w. (Suggested(x, y, z) & Boss(y) & Bill(x) & Frank(y) -> Suggested(w, z, Alan) & Carl(w) & Boss(z))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Alan/1, Alan/0.


Fatal error:  The following symbols are used with multiple arities: Alan/1, Alan/0"
45	Bill suggested to Frank's boss that they should go to the meeting together, and Carl to Alan's wife.	exists x.exists y.exists z. (Bill(x) & Frank(y) & Alan(z) -> (SuggestedTo(x, y, z) & not SuggestedTo(x, z, y)))	If it was suggested that Bill, Frank and Frank's boss should go together, it was suggested that Carl, Alan and Alan's wife should go together.	exists x. exists y. exists z. (Suggested(x, y, z) & Bill(x) & Frank(y) & FrankBoss(z) -> Suggested(Carl, Alan, AlanWife))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Alan/1, Alan/0.


Fatal error:  The following symbols are used with multiple arities: Alan/1, Alan/0"
46	Mickey is a small animal. ## Dumbo is a large animal.	exists x. (Animal(x) & Small(x) -> Mickey(x)) ## LargeAnimal(dumbo)	Mickey is smaller than Dumbo.	Smaller(Mickey, Dumbo)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Mickey/1, Mickey/0.


Fatal error:  The following symbols are used with multiple arities: Mickey/1, Mickey/0"
47	Mickey is a small animal. ## Dumbo is a large animal.	exists x. (Animal(x) & Small(x) -> Mickey(x)) ## LargeAnimal(dumbo)	Mickey is larger than Dumbo.	Larger(Mickey, Dumbo)	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Mickey/1, Mickey/0.


Fatal error:  The following symbols are used with multiple arities: Mickey/1, Mickey/0"
48	The PC-6082 is as fast as the ITEL-XZ. ## The ITEL-XZ is fast.	exists x.exists y. (PC6082(x) & ITELXZ(y) -> AsFastAs(x, y)) ## Fast(ITELXZ)	The PC-6082 is fast.	Fast(PC6082)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: ITELXZ/1, ITELXZ/0, PC6082/1, PC6082/0.


Fatal error:  The following symbols are used with multiple arities: ITELXZ/1, ITELXZ/0, PC6082/1, PC6082/0"
49	The PC-6082 is as fast as the ITEL-XZ.	exists x.exists y. (PC6082(x) & ITELXZ(y) -> AsFastAs(x, y))	The PC-6082 is fast.	Fast(PC6082)	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: PC6082/1, PC6082/0.


Fatal error:  The following symbols are used with multiple arities: PC6082/1, PC6082/0"
50	The PC-6082 is as fast as the ITEL-XZ. ## The PC-6082 is fast.	exists x.exists y. (PC6082(x) & ITELXZ(y) -> AsFastAs(x, y)) ## Fast(PC6082)	The ITEL-XZ is fast.	Fast(ITELXZ)	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: PC6082/1, PC6082/0, ITELXZ/1, ITELXZ/0.


Fatal error:  The following symbols are used with multiple arities: PC6082/1, PC6082/0, ITELXZ/1, ITELXZ/0"
51	The PC-6082 is as fast as the ITEL-XZ. ## The PC-6082 is slow.	exists x.exists y. (PC6082(x) & ITELXZ(y) -> AsFastAs(x, y)) ## exists x. (PC6082(x) -> Slow(x))	The ITEL-XZ is fast.	Fast(ITELXZ)	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: ITELXZ/1, ITELXZ/0.


Fatal error:  The following symbols are used with multiple arities: ITELXZ/1, ITELXZ/0"
52	ITEL won more orders than APCOM did.	MoreOrders(ITEL, APCOM)	APCOM won some orders.	exists x. (APCOM(x) & WonOrders(x))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: APCOM/1, APCOM/0.


Fatal error:  The following symbols are used with multiple arities: APCOM/1, APCOM/0"
53	ITEL won more orders than APCOM did. ## APCOM won ten orders.	MoreOrders(ITEL, APCOM) ## exists x. (APCOM(x) -> WonTenOrders(x))	ITEL won at least eleven orders.	exists x. (Order(x) & Won(x, ITEL))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: APCOM/1, APCOM/0.


Fatal error:  The following symbols are used with multiple arities: APCOM/1, APCOM/0"
54	ITEL won more orders than APCOM.	MoreOrders(ITEL, APCOM)	APCOM won some orders.	exists x. (APCOM(x) & WonOrders(x))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: APCOM/1, APCOM/0.


Fatal error:  The following symbols are used with multiple arities: APCOM/1, APCOM/0"
55	ITEL won more orders than APCOM. ## APCOM won ten orders.	MoreOrders(ITEL, APCOM) ## exists x. (APCOM(x) -> WonTenOrders(x))	ITEL won at least eleven orders.	exists x. (Order(x) & Won(x, ITEL))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: APCOM/1, APCOM/0.


Fatal error:  The following symbols are used with multiple arities: APCOM/1, APCOM/0"
56	ITEL won twice as many orders than APCOM. ## APCOM won ten orders.	WonOrders(ITEL, 2) & WonOrders(APCOM, 1) ## exists x. (APCOM(x) -> WonTenOrders(x))	ITEL won twenty orders.	WonOrders(ITEL, 20)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: APCOM/1, APCOM/0.


Fatal error:  The following symbols are used with multiple arities: APCOM/1, APCOM/0"
57	ITEL won more orders than APCOM lost.	MoreOrdersWon(ITEL, APCOM)	APCOM lost some orders.	exists x. (APCOM(x) & LostOrders(x))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: APCOM/1, APCOM/0.


Fatal error:  The following symbols are used with multiple arities: APCOM/1, APCOM/0"
58	ITEL sold 3000 more computers than APCOM. ## APCOM sold exactly 2500 computers.	Sold(ITEL, 3000, Computers) & Sold(APCOM, 0, Computers) ## exists x. (APCOM(x) -> SoldExactly2500Computers(x))	ITEL sold 5500 computers.	Sold(ITEL, 5500, Computers)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: APCOM/1, APCOM/0.


Fatal error:  The following symbols are used with multiple arities: APCOM/1, APCOM/0"
59	The PC-6082 is faster than every ITEL computer. ## The ITEL-ZX is an ITEL computer.	exists x. (PC_6082(x) -> FasterThanEveryITEL(x)) ## exists x. (ITELZX(x) -> ITELComputer(x))	The PC-6082 is faster than the ITEL-ZX.	Faster(PC_6082, ITEL_ZX)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: PC_6082/1, PC_6082/0.


Fatal error:  The following symbols are used with multiple arities: PC_6082/1, PC_6082/0"
